"","Leg Place","Elapsed Time","Team Name","Team #","Racer Name","Gender","Category","Div Place"
"1",1,"1:46:03","Boomer's Drive-In",94,"Eric Gerstl / Michael Hammer","Male / Male","Competitive Open",1
"2",2,"1:46:42","BEAVERS TREE SERVICE",290,"Brian Boatman / Michael Lee","Male / Male","Whatcom County Open",1
"3",3,"1:46:44","TeamPeacehealth In Memory of 1st Lt J. Ulrich",242,"Glenn Bond / Bob Woodman","Male / Male","Competitive Open",2
"4",4,"1:48:06","Two Cubed To Finish",108,"Edoh Amiran / Liam Price","Male / Male","Competitive Open",3
"5",5,"1:48:22","Okanagan Express",63,"Tyson Bull / Stuart Rahkola","Male / Male","Masters",1
"6",6,"1:49:35","Boomer's Drive-In Veterans",128,"Ron Williams / Jim Charlie","Male / Male","Veterans",1
"7",7,"1:49:45","Rudy's Pizzeria",13,"Alan Lipp / Dan Moseley","Male / Male","Competitive Open",4
"8",8,"1:50:03","Exxel Pacific",8,"Matt Stodola / Geoff Stodola","Male / Male","Corporate",1
"9",9,"1:50:50","Peoples Bank",217,"Thom Prichard / Shekinah Aven","Male / Male","Veterans",2
"10",10,"1:50:55","COLDWELL BANKER BAIN",266,"Derek Buse / Dan Cantrell","Male / Male","Competitive Open",5
"11",11,"1:50:56","Tony's Coffee Double Shot",182,"Gabe ""Rec Canoe"" Starbuck / pete wells","Male / Male","Competitive Open",6
"12",12,"1:51:46","Bellingham Firefighters",42,"Christian Carson / Brian Flannelly","Male / Male","Corporate",2
"13",13,"1:52:37","Squires of Kenmore",195,"Doug Ritchie / Chris Gutiérrez Flynn","Male / Male","Competitive Open",7
"14",14,"1:53:13","Inn at Lynden",54,"Matt Treat / Eric Paige","Male / Male","Whatcom County Open",2
"15",15,"1:53:26","RAM Construction",259,"Matthew Bautista / Drew Oaksford","Male / Male","Competitive Open",8
"16",16,"1:53:32","Archer Ale house",296,"James Hill / Rob Varnel","Male / Male","Masters",2
"17",17,"1:53:44","Brandon Nelson Partners",184,"Veronica Wisniewski / Gwyn Howat","Female / Female","Whatcom County Women",1
"18",18,"1:54:14","Northwest Indian College Eagles",95,"Jacob Roberts / Jeremy Roberts","Male / Male","Recreational Open",1
"19",19,"1:54:19","Bellingham Sister Cities Ambassadors",221,"Blaine Holden / Darryl Spencer","Male / Male","Recreational Open",2
"20",20,"1:55:12","VanDammage",302,"Sean Cain / Jay Ostby","Male / Male","Competitive Open",9
"21",21,"1:55:39","BFF's (Barlean's Flax Fanatics)",56,"Joshua Hamilton / Aaron Boje","Male / Male","Competitive Open",10
"22",22,"1:55:52","The Monkey Wrench Gang",17,"Michael Meyer / Rob McCormack","Male / Male","Competitive Open",11
"23",23,"1:56:18","Jack's Bicycle Center",148,"Kimberly Reeves / Charlotte Waller","Female / Female","Competitive Women",1
"24",24,"1:56:53","The Wet and Dirty Oars",166,"Michael Cade / Jason Brown","Male / Male","Competitive Open",12
"25",25,"1:57:15","Peoples Bank WHJ",201,"Greg Fosty / Mike Baker Baker","Male / Male","Veterans",3
"26",26,"1:57:26","All Spawned Out and Headed for the Bay",220,"Albert Siebring / Steve VandenBos","Male / Male","Veterans",4
"27",27,"1:58:16","HardCorePhysio",145,"David Scherrer / Susan Bennerstrom","Male / Male","Whatcom County Mixed",1
"28",28,"1:58:20","Schmidt Orthodontics Greatest American Heroes",112,"Rob Rogers / Carter Kiesau","Male / Male","Masters",3
"29",29,"1:58:33","Tony's Coffee",152,"Chad Calhoun / Marc Blake","Male / Male","Whatcom County Mixed",2
"30",30,"1:58:38","Megababes",260,"James Willson / Brian Willson","Male / Male","Competitive Open",13
"31",31,"1:58:47","The Unorthodocs",59,"Joel Hoekema / Jason Stoane","Male / Male","Competitive Open",14
"32",32,"2:00:11","CorePhysio",193,"Grace Parks / Kerri Love","Female / Female","Whatcom County Women",2
"33",33,"2:00:19","Stones Throw Brewery Hustlers",270,"Bruce Biddle / Steve Lindsey","Male / Male","Competitive Mixed",1
"34",34,"2:00:26","SHEroes",278,"Barb Willson / Daphne Brockington","Female / Female","Competitive Women",2
"35",35,"2:00:57","Nooksackulous",127,"Benjamin Whiddon / Marc Schwartz","Male / Male","Competitive Open",15
"36",36,"2:01:06","Mass wasting",31,"Taylor Schwartz / Lowell Neal","Male / Male","Recreational Open",3
"37",37,"2:01:29","Breadfarm Dough Boys",192,"Sam Stoner / Brady Lester","Male / Male","Recreational Open",4
"38",38,"2:02:23","Cordata Dental",285,"Matt Shepherd / Andrew Shepherd","Male / Male","Family",1
"39",39,"2:02:28","Ski to Seamen",276,"Ian Cairns / Scott Sell","Male / Male","Recreational Open",5
"40",40,"2:02:59","Grub's Pain Parade",194,"steve bennett / Timothy Ahern","Male / Male","Competitive Open",16
"41",41,"2:03:38","Northwest Hydraulic Consultants",159,"Troy Husband / Derek Stuart","Male / Male","Recreational Open",6
"42",42,"2:04:12","The Real Housewives of Whatcom County",61,"Brandi Brady / Margaret Langford","Female / Female","Recreational Women",1
"43",43,"2:04:23","Mt Baker Ravens",281,"Bob McBeath / Ann Thistle","Male / Male","Veterans",5
"44",44,"2:04:33","Kid Goats",264,"Lazo Gitchos / Henry Jones","Male / Male","High School",1
"45",45,"2:05:11","DAPPER SNAPPER",154,"Ethan Fernandes / Terry Lewis","Male / Male","Whatcom County Open",3
"46",46,"2:05:31","Neiner Neiner Weiner",177,"Brady Gustafson / Todd Meldahl","Male / Male","Competitive Open",17
"47",47,"2:06:15","#calmerthanyouare",137,"Emma Burgeson / Jackie Caplan-Auerbach","Female / Female","Competitive Mixed",2
"48",48,"2:07:08","Higher Plane Cabinetworks",23,"Mark Lackey / Kurt Swanson","Male / Male","Competitive Open",18
"49",48,"2:07:08","Zombie Llamas",132,"Mike Sarniak / Jessica Engel","Male / Male","Recreational Open",7
"50",50,"2:07:12","Team Jake",326,"Stephen Magnuson / Mitchell Lee","Male / Male","Recreational Open",8
"51",51,"2:07:30","Anacortes All Ages",153,"Patrick Mooney / Wayne Mooney","Male / Male","Competitive Open",19
"52",52,"2:07:37","Darwin's Bulldogs",331,"Pred Vadjic / John All","Male / Male","Whatcom County Open",4
"53",53,"2:07:47","Kicked In The Nooksack",163,"stacy Herron / Dave Bushnell","Male / Male","Whatcom County Open",5
"54",54,"2:07:51","Mistakenly Entered...Crap",109,"carmen merkel / Nima Mostaghimi","Female / Female","Corporate",3
"55",55,"2:07:55","Brooks Manufacturing Co.",16,"Tyler Campbell / patrick mcbride","Male / Male","Competitive Open",20
"56",55,"2:07:55","Minor Threat",107,"James Bochsler / Scott Paglia","Male / Male","Whatcom County Open",6
"57",57,"2:08:15","Maul Foster & Alongi",92,"Erik Naylor / Connor Lamb","Male / Male","Competitive Mixed",3
"58",58,"2:08:18","Where's Marv?",160,"James Wilson / Paul Darling","Male / Male","Recreational Open",9
"59",59,"2:08:37","Winers and Whiners",81,"Mark Smith / Dave McCarty","Male / Male","Recreational Open",10
