"","Leg Place","Elapsed Time","Team Name","Racer Name","Gender","Category","Div Place"
"403",403,"1:00:11","Twinlow Camp","Steven Wright","","Recreational Mixed",55
"404",404,"1:00:20","Two Cubed To Finish","Arlene Wade","","Competitive Open",65
"405",405,"1:00:25","Tri-Lambs","Ron Johnston","","Recreational Open",138
"406",406,"1:00:27","Vaportrails","John Reay","","Recreational Open",139
"407",406,"1:00:27","Ski to Sea Sissies","Jennifer Knudsen","","Competitive Women",6
"408",408,"1:00:39","AOG - DANGLING FURY - HALF OVER - bARKING FROGS -","Phillip Bassett","","Corporate",32
"409",409,"1:00:46","Race Ninjas","Laurel Hammond","","Recreational Mixed",56
"410",410,"1:01:01","Solid Gold BaDankadank","Steph Knisley","","Competitive Women",7
"411",411,"1:01:30","CANOODLERS","Sara Scott","","Recreational Mixed",57
"412",411,"1:01:30","The An-villains","Jason Vukovich","","Recreational Open",140
"413",413,"1:01:38","The Locust Rundgrave Band Ski to Sea Race Team","Alex Riedo","","Competitive Open",66
"414",414,"1:01:43","Code 3","Molly Reeves","","Recreational Open",141
"415",415,"1:01:45","Esophagus to Sphincter","Tom Haug","","Recreational Open",142
"416",416,"1:01:50","Bio Bug","Jennifer Moldver","","Recreational Open",143
"417",417,"1:01:56","Charlie and the Unicorns","Steve Anderson","","Recreational Open",144
"418",418,"1:02:25","Team Awesome","Steph Ingram","","Recreational Open",145
"419",419,"1:02:36","The Outliers","Ruru Wang","","Recreational Open",146
"420",420,"1:02:44","Ethoseo Internet Marketing","Kristen Mason","","Recreational Open",147
"421",421,"1:02:51","Port Mann Bridge","Celeste Sawinski","","Corporate",33
"422",422,"1:03:03","Skagit Alpine Club (SAC-sters)","Dave Myers","","Recreational Mixed",58
"423",423,"1:03:10","MorningWood","Matt Nelson","","Whatcom County Open",26
"424",424,"1:03:42","Gone to the Dogs!","Rebecca DeGeorge","","Recreational Mixed",59
"425",425,"1:03:43","Tour de Franzia","Blaine Alvarez","","Recreational Open",148
"426",426,"1:03:45","The Snowline Fighting Snails","Phil Anesini","","Recreational Open",149
"427",427,"1:03:49","Jiminy Crockett Rides Again","Travis Tallquist","","Recreational Open",150
"428",428,"1:04:06","E-Gads, It's Ershigs","Rick Holmes","","Corporate",34
"429",429,"1:04:20","AgeSpotsandMagic","Logan Earle","","Recreational Open",151
"430",430,"1:04:21","Extremely Rad Chicks","Ashlea Shepherd-Rosinski","","Recreational Women",18
"431",431,"1:04:41","Family Circus","Sandra Andress","","Family",17
"432",432,"1:04:51","Upchuckanut","Sharon Spivey","","Recreational Mixed",60
"433",433,"1:04:59","Seattle School","Paul Quinlivan","","Recreational Mixed",61
"434",434,"1:05:18","Fireballers","Rosemary Kaholokula","","Recreational Women",19
"435",435,"1:05:23","Terminators","Krystol Ithomitis","","Recreational Open",152
"436",436,"1:05:36","Only Two Young Legs Among Us","Debra Hanenburg","","Recreational Mixed",62
"437",437,"1:06:08","1986 T Ball Champions","Brian Gilbert","","Recreational Open",153
"438",438,"1:06:57","None","Mildred Charlson / Krista Heidar","/","Family",18
"439",439,"1:07:17","Shell Thunder","Kristine Penrod","","Corporate",35
"440",440,"1:07:58","BC Ski to Sea","Natalie Thompson","","Recreational Mixed",63
"441",441,"1:08:06","THE MOO CREW","Dave Fassett","","Corporate",36
"442",442,"1:08:15","Rainbow Fire","Erin Soper","","Competitive Mixed",10
"443",443,"1:08:26","Bunny's Revenge","Erica Mitchell","","Recreational Open",154
"444",444,"1:09:00","Mt Baker Optometric Society","Lydia Pan","","Recreational Open",155
"445",445,"1:09:12","Three Toed Sloths","Libby Rain","","Recreational Mixed",64
"446",446,"1:09:33","Half and Half","Elena Khrisanova","","Competitive Mixed",11
"447",447,"1:10:14","Mooseknuckle","Maggie Fuqua","","Recreational Open",156
"448",448,"1:11:25","C Squad","Jordan Kovash","","Recreational Open",157
"449",449,"1:11:32","Carlton Banks Social Dancing Society","Wendy Miller","","Recreational Open",158
"450",450,"1:11:50","Busty Crew","Angela Armitage","","Recreational Women",20
"451",451,"1:12:18","Car Free & Care Free","Melanie Swanson","","Whatcom County Open",27
"452",452,"1:12:27","Good Time Gang 2","SHADHI AJLANI","","Recreational Mixed",65
"453",453,"1:12:30","Covert Ops","Kenny Wells","","Recreational Open",159
"454",454,"1:12:43","The Brute Squad","Anna Hashman","","Recreational Mixed",66
"455",455,"1:12:50","It Pretty Much Runs Itself","Kate Smith","","Recreational Open",160
"456",456,"1:12:53","Team Ramrod","Laurel Jones","","Recreational Open",161
"457",457,"1:13:51","Team Diamond B","Bob Aiken","","Recreational Open",162
"458",458,"1:14:28","Sasquatch Athletic Club","Aimee Tippereiter","","Recreational Open",163
"459",459,"1:15:49","Last Ditch Effort","Rebecca Schillinger","","Recreational Mixed",67
"460",460,"1:16:01","Family Business 1","Liz Bart","","Recreational Open",164
"461",461,"1:17:40","Neiner Neiner Women","Elizabeth Snyder","","Competitive Women",8
"462",462,"1:18:11","The Cohort","Julie Creager","","Recreational Mixed",68
"463",463,"1:19:26","Lost cat","kevin parks","","Recreational Mixed",69
"464",464,"1:21:18","Whatcom Express","Ulli Schraml","","Recreational Mixed",70
"465",465,"1:22:02","Fragaria chiloensis","Mary Ann Dupree","","Recreational Mixed",71
"466",466,"1:22:46","Plan B","Mark Vanderven","","Recreational Open",165
"467",467,"1:23:01","Team Puget Sound Surgical","David Frank","","Corporate",37
"468",468,"1:26:17","Wanderlust - Women","Anne Marie Culver","","Recreational Women",21
"469",469,"1:30:54","Minnows of the Slow Lane","Chris Ohana","","Recreational Mixed",72
"470",470,"1:32:25","Goose Lightning","Anthony Escarcega","","Recreational Open",166
"471",471,"1:38:20","Rogue Squadron","Drew Carey","","Competitive Open",67
"472",472,"1:47:20","Speed Readers","Robert Gruen","","Whatcom County Mixed",12
"473",473,"DNF","Ralf's Pretzel Bakery - Car Free","Anne Madsen-Boydstun","","Competitive Mixed",12
"474",473,"DNF","Awesome","Nina Maas","","Recreational Women",22
"475",473,"DNF","Epidemic Proportions","Kiersten Israel-Ballard","","Recreational Mixed",73
"476",473,"DNF","Northwest Indian College Eagles","Julia Orloff","","Recreational Mixed",73
"477",473,"DQ","Costanti","","","Recreational Mixed",73
"478",473,"DNF","Whidbey","","","Recreational Mixed",73
"479",473,"DQ","Team MBody","","","Competitive Open",68
"480",473,"DQ","Mt Baker Ski Patrol B","","","Competitive Open",68
"481",473,"DNF","We 8 Babies","Lindsay Worley","","Competitive Open",68
"482",473,"DNF","Hoka Hey","Joe Lewis","","Competitive Open",68
"483",473,"DNF","Super Adventure Club","Haruichi Bearden","","Competitive Open",68
"484",473,"DNF","The Red Jaguars","Cody Nemmer","","Recreational Open",167
"485",473,"DNF","Peak 7 - 6, 5, 4, 3, 2, 1!","Kiuk Lee","","Recreational Open",167
"486",473,"DNF","If you can read this, thank a teacher.","Jared Wren","","Recreational Open",167
"487",473,"DNF","Wanderlust - Coed","Jason Stoelting","","Recreational Open",167
"488",473,"DNF","Ski to CSA","Ethan Schaffer","","Recreational Open",167
"489",473,"DNF","16 Penny Sinkers","michael reis","","Recreational Open",167
