"","Overall Place","Elapsed Time","Team Name","Team #","Category","Last Finish","Div Place","Team Members"
"128",128,"8:32:33","Mills Electric Shockers",321,"Recreational Open","Kayak",31,"Mark Walton, Taylor Walton, Bunny Finch, Marcus Parkins, Derek Geer, Dustin Sasken, Dan Stimac, Bob Cofer,"
"129",129,"8:32:50","The Purple Cobras",404,"Recreational Open","Kayak",32,"Marnie White, Chris White, Colby Plagge, James Lenert, Jeff Walker, Jack Arata, Chris Archer, Scott Rittscher,"
"130",130,"8:33:36","Tri-Lambs",417,"Recreational Open","Kayak",33,"mike Miller, Andy Aichele, Josh Fountain, Lance Hayashi, Mike Weatherbie, Jeff Lynass, Ron Johnston, Alex Moll,"
"131",131,"8:33:39","Mema's Road Trip",205,"Recreational Mixed","Kayak",3,"Kari Page, Tom Elenbaas, Delvin Pool, Austen Hilleary, Avery Shinneman, Maddie Page, Andrew Griffin, Derek Hilleary,"
"132",132,"8:33:43","Dukes of Haphazard",277,"Recreational Open","Kayak",34,"Chris Jacobs, James Honnoll, Ken Salapatek, Lori Thompson, Tom Garvey Tom Garvey, Shawn Richards, Ward Naviaux, Brian Smart,"
"133",133,"8:34:10","Venus Envy",495,"Whatcom County Women","Kayak",3,"Barbara Alten, Liz Hunt, Judy Pratt, Kelli Gauthier, Ingrid Enschede, Cindy Maxwell, Elise Vondrell, Kirsten Jensen,"
"134",134,"8:34:15","Shoulda Trained More",211,"Recreational Open","Kayak",35,"Kerry Rickert, Joe Schwartz, Samantha Skeens, tom burfield, Greg Stammen, Derek Kunzman, James Dobbs, Carsten Belanich,"
"135",135,"8:34:49","Evolve",26,"Whatcom County Mixed","Kayak",5,"Marc Blake, Chad Calhoun, Jackson Nung, Suzanne Lundberg, Kristal Sager, Hilary Mosich, Howard Wright, Kelly Bird,"
"136",136,"8:35:14","There Better Be Beer at the Bottom!",413,"Recreational Open","Kayak",36,"Mark Miller, David Vanderhoek, Mark Overgaard, Debbie Hollingshead, Kevin Miles, Cheri Austin, Michael Ilyin, Joel Wolcoski,"
"137",137,"8:35:20","Full Nelson",154,"Family","Kayak",3,"blair nelson, Lauren Bauman, James Bauman, Sander Nelson, Elaine Babby, Emily Brew, Miel Nelson, Brent Nelson,"
"138",138,"8:35:28","Ho's and Disco's",169,"High School","Kayak",2,"Andrew Wang, Caleb Leavitt, Trevor Northrop, Josh Schacht, Peter Finfrock, Andrew Boyer, Wyatt Hall, Christopher Finfrock,"
"139",139,"8:35:43","The Iron Maidens",457,"Recreational Women","Kayak",1,"Corrie Hodge, Karen OKeefe, Patricia Oliveros, Tianna Eitner, marie beaver, Jacque Oswin, Denise Dibb Thompson, Lori Cucksey,"
"140",140,"8:36:05","Glass Jaw in A Fist Fight",477,"Whatcom County Open","Kayak",9,"Jason Tapparo, David SImeur, Lynette Machinski, Theron Eirish, John Machinski, Mark Strotheide, Scott Hutchison, Dan Gleckman,"
"141",141,"8:36:06","B'Hams Bodacious Beerbellies",53,"Competitive Open","Kayak",44,"Tim Schene, Eddy Avoidin, Joseph Wasikowski, Charles Claassen, Rod Lightnin, Rob Peterka, Mark Daniels, Josh Hardesty,"
"142",142,"8:36:14","Car Free Wobbly Wheelers",7,"Car-Free","Kayak",2,"Josh Parrish, Kristopher Baier, TYLER ROURKE, Kelly Antoncich, Ryan Rickerts, Ben Lehman, Katrina Poppe, Carter Maden,"
"143",143,"8:36:28","Team Bearcat",42,"Competitive Open","Kayak",45,"Cliff Hennen, Eden Yourkowski, Jesse Thomaselli, Will Longhammer, William Hays, Jamie Reiner, Will Hays, avi geiger,"
"144",144,"8:37:14","Mas Margaritas",17,"Competitive Mixed","Kayak",8,"Denise Mann, Honnas Adeline, Pete Keyes, Scott Rick, Kristine Colver, Brian Rimmer, Callie Sheehan, Ivar Hildahl,"
"145",145,"8:37:45","FEED COTA pb George Town Brewery",284,"Recreational Open","Kayak",37,"Rick Boatman, Richard Long, Jeffery Cota, Jason Weekes, Dave Bandstra, Katie Bandstra, Raymond Weinrich, Sam Dollar,"
"146",146,"8:37:58","Ringo Death Starrs",363,"Recreational Open","Kayak",38,"Kathi Rogers, Andrew Miller, Alex Dobrinen, Ann Lackland, Anna Booker, Ted Miller, Eric Henry, Nick Carlson,"
"147",146,"8:37:58","There's got to be a better way!(TM)",414,"Recreational Open","Kayak",38,"Gabe Ng, John Monahan, J. Gordon, Melinda Cool, Fiona McNair, Brett Larabee, Sean Cool, Susan Arrigoni,"
"148",148,"8:38:00","PRO-crastination",357,"Recreational Open","Kayak",40,"Perry Spector, Cole Thompson, Nick Cilluffo, Marnie Hazlehurst, Maryellen Hearn, Lindsay Urquhart, Rebecca Sheridan, Jacobus Saperstein,"
"149",149,"8:38:42","Tumwater Shadies",419,"Recreational Open","Kayak",41,"Adam Stocks, Mary Rabourn, Jamey Poelker, Hollie Myhr, Gregor Myhr, Dan Jones, Greg Rabourn, Kati Halmos,"
"150",150,"8:39:48","Cloud Mountain Farm Center",465,"Whatcom County Mixed","Kayak",6,"Seth Friedman, Georgia Mitchell, Brendan Burkhart, Paul D'Agnolo, Chris Testa, Sean D'Agnolo, Cheryl Thornton, Hilary Graham,"
"151",150,"8:39:48","Abnormal Boiling Point",104,"Corporate","Kayak",14,"Derek Chan, Andrew Almario, Tom Schafer, Kevin Bennett, Jim Kopkowski, Don Manuel, Russ Bauer, Rod Bouwman,"
"152",152,"8:40:10","The Secret Armada",407,"Recreational Open","Kayak",42,"James Karcher, Peter Ruffatto, Michael Breeding, Alain Salomon, Chris Pippard, Doug Burghart, Ray Klein, Darrin MacGillivray,"
"153",153,"8:40:31","SpandeXXXXX",18,"Competitive Mixed","Kayak",9,"Steve Walton, Lindsay Booth, Kira Morin, Liv Woodstrom, Ashley Wilson, Adam Gunn, Daniel Roche, Jess Smith,"
"154",154,"8:41:01","Brooks Manufacturing Co.",55,"Competitive Open","Kayak",46,"Eric Gorton, Tyler Campbell, Brent Jarosek, Scott Gilmore, Sean Gorton, Patrick McBride, Jason Polverari, Owen Rhodes,"
"155",155,"8:41:07","Moreno Dental",171,"High School","Kayak",3,"Emile Diffley, Hans Kogan, Tyler Knutsen, Reed Henderson, Auden Schilder, North Bennett, Cory Brunhaver, Mark Allison,"
"156",156,"8:41:08","Fresh Off the Couch",195,"Recreational Mixed","Kayak",4,"Jeannine Shaw, stephanie Moore, Robert Slack, Scott Rathjen, Shelly NANCE, Anne Baxter, Scott Hewson, Benjamin Riedesel,"
"157",157,"8:41:10","The Mythical Beasts",398,"Recreational Open","Kayak",43,"Erik Beloff, Kurt Beloff, Ryan Hanley, Luke Weber, Nick Blum, Chris Nehls, Cameron Matthews, Greg Beloff,"
"158",158,"8:41:16","Buurman & Buurman",253,"Recreational Open","Kayak",44,"Richard Romer, Cecile van Woensel, Hugo van Hoogstraten, Brad Wong, Sean Cassey, Elise Huisman, Claire Gilchrist, Maarten Elferink,"
"159",159,"8:42:25","Half and Half",33,"Competitive Open","Kayak",47,"Dmitry Khrisanov, Aleksandr Vozovik, Anatoli Korotchenko, Svetlana Kovaleva, Andrei Revyakin, Yaroslava Polosina, Dmitry Shapovalov, Andrei Makovetski,"
"160",160,"8:42:28","Morning Wood",481,"Whatcom County Open","Kayak",10,"Kevin Clark, Benjamin Roberts, Chris Vazquez, Courtney Gates, John Knies, Brian E Johnson, matthew nelson, Jon Kamp,"
"161",161,"8:42:34","Red Dragons",360,"Recreational Open","Kayak",45,"Carl Skerlong, Tim Kononen, Jeff Shelman, Aly Howisey, Brian Zuleger, nick ithomitis, Krystol Ithomitis, Nick Novak,"
"162",162,"8:43:27","Gates of Hell",29,"Competitive Open","Kayak",48,"Erik Iverson, Steve Lowey, Charles Gardiner, Jenny Gardiner, hannah kettler, david shoultz, Doug Holtzman, Megan Struthers,"
"163",163,"8:43:42","Car Free - Bellingham Bay Builders",1,"Car-Free","Kayak",3,"Chris Kazimer, Justin Lonegan, Dylan Hicks, Jeff Mack, David Ghan, Daniel Whitsell, Jake Heinen, mike menser,"
"164",164,"8:43:47","2 Good Guys and the Rest",228,"Recreational Open","Kayak",46,"Darian Allen, Jeff Steensland, Jason Stuart, Phillip Henoch, Shawn Morton, Jason Morris, Shane Evans, Troy Husband,"
"165",165,"8:43:50","The Eradicators",19,"Competitive Mixed","Kayak",10,"Karen Lowry Miller, Tom Scott, Jonathan Castrodale, John Murphy, Saara Romu, Collin Van Slyke, Wendy Walker, thomas black,"
"166",166,"8:44:27","On Your Left",97,"Competitive Women","Kayak",5,"Mindy Collins, Christine LoPresti, Tina Wang, Nicole Beaty, Amber Itle, Raegan Brown, Christa Moore, Cynthia Maree,"
"167",167,"8:45:50","Broken Bastards",248,"Recreational Open","Kayak",47,"jacob frater, Shayar Valandro, Matt Lichtenfels, Allie Mace, Rebecca Gisclair, Jess Mace, Kurt Gisclair, Ian McLelland,"
"168",168,"8:47:00","Captain Planet's Mangy Crew",254,"Recreational Open","Kayak",48,"Rhea Roskam, Carlos Beccera, Evan Walker, danny fremont, Erika Winner, Emelie Van Vleet, Steven Van Vleet, Erik Carlson,"
"169",169,"8:47:40","Squint Eastwood",486,"Whatcom County Open","Kayak",11,"Sean Braaten, Nick Hanlon, Elijah Hooper, Rosalee Daughtry, Louis Dawson, Ben Dekock, Matthew Lider, Kevin Courtney,"
"170",170,"8:47:59","Mass Wasting",316,"Recreational Open","Kayak",49,"James Bingham, Josh Curcio, Tynan Granberg, Marie Hoffmann, Eric Kiflawi, Jeremy Lieb, Dan Baharav, Tom Winter,"
"171",171,"8:49:09","Colossal Ambition",22,"Whatcom County Mixed","Kayak",7,"Iris Maute-Gibson, leah strand, Daniel Benowitz, Heidi Wilson, Emily Lasselle, Duncan Graham, Emily Alfred, Andy Osborn,"
"172",172,"8:49:29","Team Shanks",390,"Recreational Open","Kayak",50,"Colin Barrett, Joe Wales, Phil Aldridge, Ben Hamming, Micah Spaun, Edward Anegon, Cameron Williams, Kellen Oetgen,"
"173",173,"8:49:31","Moldy Chum",322,"Recreational Open","Kayak",51,"Rob Masonis, Kimberly Dunn, Rhodri Thomas, Anthony Draye, Mary Strazer, Christiana DelloRusso, Jeff Rakow, Wayne Higgins,"
"174",174,"8:50:25","Tree Ring Bling",489,"Whatcom County Open","Kayak",12,"Kyrre Flege, Stephanie Flege, Evan Derickson, Lucas Bourne, Sarah Wheatley, Bonnie Burke, Joseph Meyer, Michael McCallister,"
"175",175,"8:50:44","Dirty Water 1",269,"Recreational Mixed","Kayak",5,"Eric Hirst, Susan Hirst, Damon Shadid, Julie Cassata, Jeanne Cawse-Lucas, Matt Logalbo, Thomas Ham, Dana Wolf,"
"176",175,"8:50:44","W.D.F.A.",422,"Recreational Open","Kayak",52,"Daniel Stringer, Jeff Mallahan, John Feltner, Nathaniel Feltner, Sean Waite, Daniel Mallahan, Peter Mallahan, Luke Simmons,"
"177",177,"8:50:46","Leviton",126,"Corporate","Kayak",15,"Riley Lehecka, Sean McCloud, Ross Goldman, Dean Lipke, Gary Bernstein, Jeff Lechtanski, Frank Kim, Dan Wiegand,"
"178",178,"8:50:54","Charley Horse",56,"Competitive Open","Kayak",49,"dan sorenson, Fred Hodge, Cooper Rombold, Manuel Pacheco, John Bower, Rylan Hinkle, Mike Hinkle, Emmanuel Pacheco,"
"179",179,"8:51:32","Jani-skitosea : saiyaturo",306,"Recreational Open","Kayak",53,"Aaron Janicki, Michael Janicki, Chris Schaffner, Luke Janicki, julia anderson, Brendon McGoffin, Calvin Rutherford, Henry Janicki,"
"180",180,"8:51:50","A to Z Composites",103,"Corporate","Kayak",16,"Stephen Murdock, Mike Balcom, Caleb Hooser, Sean Seaford, Cherry Fletcher, Dillen Roque, terrance wirsching, Tanner Larsen,"
"181",181,"8:51:54","Eclectica",279,"Recreational Open","Kayak",54,"David Puckering, Art Thomas, Jack Laird, Elizabeth Roots, Robyn Tkatch, michael crowley, Gary Southstone, Bob Mosher,"
"182",182,"8:51:56","Sweaty In All The Wrong Places",382,"Recreational Open","Kayak",55,"Blanche Bybee, Joel Hiltner, Ben Schafer, angela hayes, Anna Senner, Chris Comeau, Nick Hayes, Chris Roselli,"
"183",183,"8:52:07","Mt. Baker Experience",482,"Whatcom County Open","Kayak",13,"Ian Ferguson, Kat Thorney, Mark Cionek, Lael Bialek, Sara Baker, Casey O'Brien, Adrian Duckett, tom pauza,"
"184",184,"8:52:11","Lady MRSAnaries",451,"Recreational Women","Kayak",2,"Katie ROLLINGER, Marisa Bamesberger, Courtney McBean, Anna Bordner, Katie Higgins, Meggan Anderson, Sherry Christopherson, Melissa Adair,"
"185",185,"8:53:10","Must Finish Alive",331,"Recreational Open","Kayak",56,"valerie uskoski, Heather Hirsch, Justin Clary, Aidan Padilla, Gary Stoyka, Erik Naylor, Curtis Riley, John Maul,"
"186",186,"8:53:16","The Mountaineers",220,"Recreational Mixed","Kayak",6,"Rebecca Polglase, Gwen Young, Leann Arend, Chris Pyper, Caitlin O'Brien, Stephen Sherman, Debra Wick, John Cocci,"
"187",187,"8:53:33","The Tag-Alongs",409,"Recreational Open","Kayak",57,"Deb Ramirez, Andy Kyllo, Chris Loeffler, Eric Gorman, Jonathan Loeffler, Robert Lobdell, Joe Cates-Carney, kinsey shilling,"
"188",188,"8:53:34","Janicki Two",304,"Recreational Open","Kayak",58,"Justin Bilodeau, Eric Evans, Chris Sells, Anna Cheung, Robert Parsons, Michael Hilliard, Jonathan Curtis, jesse buffum,"
"189",189,"8:53:41","TNT",416,"Recreational Open","Kayak",59,"Myrna Moren, Randy Erickson, Tracy Thorstad, Stacey Lambert, Geoffrey Crofoot, Eric Thorstad, Mike Moren, Mark Lambert,"
"190",190,"8:54:17","Banditos",49,"Competitive Open","Kayak",50,"Joseph Simonetti, Kyla Teplitz, Dan Doan, Cameron Bass, Brian O'Reilly, Brodie Parent, Brandon Fain, Faith Berry,"
"191",191,"8:54:24","Cinco de Seis",258,"Recreational Open","Kayak",60,"Brenna Brehan, Lucas DeBari, Maria Debari, Marissa Major, Gabrielle Beaudin, Kevin Poulter, Jedidiah Huff, Anthony Gervais,"
"192",192,"8:54:51","Runnin4Fun",40,"Competitive Open","Kayak",51,"Kevin Rindal, Dana Rindal, pat frambach, Gylany Crassman, Tia Herdman, Bert Wailes, Brian Powell, gordon vlas,"
"193",193,"8:54:52","Car-Free Slug Force Slime",8,"Car-Free","Kayak",4,"Matt Mueller, Daniel Gamble, simon graves, Nicole Bruno, Aaron Loveitt, Jess Van Dusen, Palmer Lamb, Jacob Stewart,"
"194",194,"8:55:13","The Real Housewives of Whatcom County",459,"Recreational Women","Kayak",3,"Lisa Swanson, Heather Calloway, Jessica Rogers, Andrea Cunningham, Trena Carpenter, Karin Ayling, Margaret Langford, Anne Rasmussen,"
"195",195,"8:55:24","Well Oiled Machines",147,"Corporate","Kayak",17,"Justin Thomason, James Dowery, Jon Schmidt, Jason Evans, Stella Day, Brendan Hilliard, michael dee, Ken Schimke,"
"196",196,"8:56:31","THOR",222,"Recreational Mixed","Kayak",7,"Carrie Strachila, Stephanie Black, Joseph Giannetto, Jeannine Chaney, Scott Simpkins, Katie Black, Lauryn Marino, Joseph Connelly,"
"197",197,"8:56:42","Exxel Pacific Too",118,"Corporate","Kayak",18,"Jeb Schweigert, Aaron Lee, Craig Hommes, Tim Tabert, Dave Frankovich, John Hughes, Phil Helms, Garth Schlemlein,"
"198",198,"8:56:44","Crusty Crew",263,"Recreational Open","Kayak",61,"Simon Jones, Michael Brown, Jimmy Wellman, Marshall Kane, Jed Rietz, Tadd Foote, Brock Webley, john trull,"
"199",199,"8:58:03","Keep Paddling to Make Gold",102,"Corporate","Kayak",19,"Jason Evans, Walter Pela, Tony Martin, Kim Bernard, Karen McIsaac, Sebastian Sallovitz, Matthew Stonkus, Robert Greier,"
"200",200,"8:58:22","Team Wave",392,"Corporate","Kayak",20,"sam mcmillen, Calder Jacobs, Kyla Jacobs, Lori Solem, David Wight, eric wight, Lucas Wight, Darin Denison,"
"201",200,"8:58:22","Shell Thunder",137,"Corporate","Kayak",20,"Geno Stemme, Jennifer Kirby, Charlie Herron, ross granfors, Brandon Flaig, Michael Hutson, Jeanne King, Brent Welsh,"
"202",202,"8:58:25","2 Legit 2 Quit",186,"Recreational Mixed","Kayak",8,"Jennifer Schmitz, Joseph Horrell, Jules Valenti, Meredith Cook, Kurt Spies, Dane Weitmann, Sarah Widder, Ian Graves,"
"203",203,"8:58:42","Revenge of the Mountain Beavers",484,"Whatcom County Open","Kayak",14,"Matt Boyd, Christina Boyd, Karl Thoene, Dale Dunford, Kristi Harting, Adam Niemur, Mark Harting, Dave Albers,"
"204",204,"8:59:15","Car-Free WetBoyz",11,"Car-Free","Kayak",5,"Dennis Stickler, Soggy Seth Williams, Steven Gadingan, jesse eich, Drew Butler, Drenched Dylan Rees, Nate White, Kyle Hermansen,"
"205",205,"8:59:43","Team Bear Attack",385,"Recreational Open","Kayak",62,"Joe Wehmeyer, KC Embrey, Dave Kempe, Thomas Evenson, Susan Clark, Andrew Leisner, Andrew Keach, Noah Shay,"
"206",206,"8:59:48","Burning Bunions",252,"Recreational Open","Kayak",63,"Kevin Kane, Amia Kane, Craig Coyne, Meg Coyne, Kurt Sahl, Bob Coyne, Aidan Kane, Andrew Sahl,"
"207",207,"9:00:08","Ekone Oyster Company",280,"Recreational Open","Kayak",64,"Sydney Gunnarson, Eric Jambor, Cali Caughie, David Trapp, Kristi Louthan, Sean Lahusen, Kristi Fairbanks, Jack Riber,"
"208",208,"9:00:09","Wood Stone Ash Kickers",150,"Corporate","Kayak",22,"jamie olson, Chris Lewis, Brian Wright, Brett VanLeeuwen, Mark Stephenson, Matt Greenstreet, Charley Highlander, Wade Bobb,"
"209",209,"9:00:51","Team ICF",141,"Corporate","Kayak",23,"John Soden, Shane Sparks, Mark Matthies, James Elder, Steve Seville, Grant Novak, Nic Truscott, Chris Soncarty,"
"210",210,"9:01:03","This Won't Hurt a Bit",415,"Recreational Open","Kayak",65,"William Bronec, Dominic Femiano, Colin Fields, Katie Paul, Annamarie Mackey, Matthew Parker, Tom Linde, Carl Morris,"
"211",211,"9:01:39","12 year old moustache",227,"Recreational Open","Kayak",66,"Ian Ferguson, Josh Turrell, Michael Goodman, Karl Buck, Michael Sampson, Jackson Engels, Craig Ferguson, Scot Gause,"
"212",212,"9:01:40","Septenarius",375,"Recreational Open","Kayak",67,"Katherine Wearn, Chris Wearn, Dylan Smith, Lincoln Smith, Lisa Custer, Scott Kindred, Tristan Smith, Fred Hines,"
"213",213,"9:01:56","Don't Expect Anything",272,"Recreational Open","Kayak",68,"Lance Wheeler, Michael Short, Joseph Cheng, Gabriel Manalac, Aaron Rozeboom, Ben Gerrol, Clark Leininger, Jason Webber,"
"214",214,"9:02:13","Saturna Capital Sister Cities Ambassadors",370,"Recreational Open","Kayak",69,"Chris Nicolson, Ann Nicolson, Silvana Camelio, Batsaikhan Byamba-Erdene, Phil Youwe, Shinji Suzuki, Mike Smith, Yong-Hak Jo,"
"215",215,"9:02:54","Peoples Bank",353,"Recreational Open","Kayak",70,"Jared Carmody, Kai Farrar, Dave Long, Jennifer Tepker, Alexander Potapov, Brett Lloyd, Chris Hobson, Kevin Tepker,"
"216",216,"9:02:58","Orcas Up Your Nooksack",344,"Recreational Open","Kayak",71,"wayne vogel, Kit Vonnegut, J. G. SANDY BREWER, Brian Kingsberry, Kent Robarge, Russell Tuurie, Rick Collier, Paul Leeson,"
"217",216,"9:02:58","Josh's Hammer",308,"Recreational Open","Kayak",71,"Andy Rheaume, Adam Winquist, Todd Mason, Bert Huelmann, Josh Johnsen, brian mason, Amy MacFadyen, Blake Johnsen,"
"218",218,"9:03:05","Car Free - WompMobile",2,"Car-Free","Kayak",6,"cliff palmer, Tom Kirby, D S, Dominic Battistella, Jeremy Hensley, Colin Jones, Daniel Elefant, Madison Miner,"
"219",219,"9:03:24","Infinite Smiles Per Hour",302,"Recreational Open","Kayak",73,"Ben Bowen, Melinda Buttles, Aaron Michaelson, Andrew Bybee, Rachel Young, Zachary Moor, Jordan Bright, Trevor Stroh,"
"220",220,"9:03:42","Warfighter Sports",85,"Competitive Open","Kayak",52,"David Patch, Paul Waymann, Charlie Linville, Alec Pienaar, Omar Bermejo, Nelson Martinez, Rashaun Saunders, Ryan Winter,"
"221",221,"9:03:54","R.A.W. Retreats ""Real Active Women""",38,"Recreational Open","Kayak",74,"Allison Raman, Steven Wort, Tracey Gramenz, Josh Golden, Beth Reite, Scott Houghtailing, Dominic Vellucci, Russell Fuller,"
"222",222,"9:04:14","AHC",233,"Recreational Open","Kayak",75,"Scott paglia, James Bochsler, Michael Valente, william donnelly, Jim Harle, Roger Grummel, Kerry Harrison, Alex Grummel,"
"223",223,"9:04:19","Ain't no mountain high enough!",441,"Recreational Women","Kayak",4,"Kara Turner, Angie Lancaster, Christie Duque, Stacy Otter, Carol Terrell, tracy bell, Melissa Olson, Johanna Harvey,"
"224",224,"9:04:34","Widmans inc",164,"Family","Kayak",4,"Michelle Heathers, Ryan Heathers, kristen Widman, Carla Widman, Rhea Hunt, Rob Widman, Brad Widman, Jeff Widman,"
"225",225,"9:04:49","Peak 7 - The Freshies",352,"Recreational Open","Kayak",76,"Doug Cheney, Tim Riley, Cori Bucherl, Jacob Kauffmann, Becky Harris, Vong Lam, sebastian gae, David Kinyon,"
"226",226,"9:04:50","Moss Adams: Free Range Accountants",326,"Corporate","Kayak",24,"John McDonald, David Pettit, Marcus Warolin, Libbe Bear, Mary Burke, Michel Knott, charlie shannon Kayak, Ryan Fraser,"
"227",227,"9:05:19","Podium Envy",356,"Recreational Open","Kayak",77,"Sarah McCall, Jordan McCall, Dave Green, Katie Doellefeld, Brian Steele, Rob Campbell, Jeff Reibman, Kerrie Bauer,"
"228",228,"9:05:54","Team Upski",391,"Recreational Open","Kayak",78,"Katie Deets, Patrick Moore, John Berude, Celeste Cassidy, Molly Shepard, Jordan Maier, Kyle StantonWyman, Ryan Legallet,"
"229",228,"9:05:54","West Coast Wrath",426,"Recreational Open","Kayak",78,"Lauren Vercammen, Kyle Williams, Spencer Kocan, Tyler Tweit, Keith Lemay, Giancarlo Gacad, Mike Vercammen, Derek Bronson,"
"230",230,"9:06:21","Leaping Leopards",496,"Recreational Mixed","Kayak",9,"Lindsay Mann-King, Cheryl Hirss, Linden Darling, Polly Favinger, Rick Hill, Logan Darling, John Schick, Sharon Jensen,"
"231",231,"9:06:24","The Intouchables",219,"Recreational Mixed","Kayak",10,"Alex Wilson, Andy Chong, Jessica Bourne, Sarah Koch, Zuzana Fulkova, Alex Colyer, Joel Evans, Jana Weir,"
"232",232,"9:06:27","My safe word will be WHiskey",332,"Recreational Open","Kayak",80,"Travis Corigliano, Lucas Corigliano, Brian Flippin, Mat Johnson, Abby Van Harpen, Ben Klingenstein, Drew Kirkpatrick, Zach Mendelsohn,"
"233",233,"9:06:40","Port Mann Bridge",136,"Corporate","Kayak",25,"Adam Phipps, Nick Pavia, David Carter, Abigail Conover, Jacque Pavia, david carver, Patrick Wilson, Paul Hopkins,"
"234",234,"9:06:48","Little Red Riding Wolves",313,"Whatcom County Open","Kayak",15,"Dave Berger, Robert Slater, Chris Perkins, Katie Vulic, Eric Steig, Tim Keigley, eddi vulic, Chuck Schelle,"
"235",235,"9:06:57","Beer Garden Bound",241,"Recreational Open","Kayak",81,"Jon Sudduth, Jack Clearman, Bryan Hall, Claire Skelly, Cole Johnstone, Jeffrey Hergert, Kelly Cates, Joel Brose,"
"236",235,"9:06:57","Extremely Rad Chicks",446,"Recreational Women","Kayak",5,"Bianca Gordon, Heather Shepherd, Nikki Smith, Bethany Allen, Karen Fedoruk, Ashlea Shepherd Rosinski, Kris Neal, Heather Alvis,"
"237",237,"9:07:17","Safety Third",209,"Recreational Mixed","Kayak",11,"R. Evan Ritchie, Allegra Ritchie, Terry McClement, Katie Bauer, Ellen Marson, brett bauer, Mady Smith, Kellen Smith,"
"238",238,"9:07:20","Greased Lightning",31,"Competitive Open","Kayak",53,"Keith Mewis, Georgia Russell, Martin Bitter, Veronica Boswell, Shawuna Crowley, zach armstrong, Craig Mewis, Hans Zahn,"
"239",239,"9:07:29","Troop 582 Adults",418,"Recreational Open","Kayak",82,"Gary Matthews, Mike Angrick, Duncan Cox, Will Wilkens, Joseph Goheen, Doug Baker, Erik Goheen, Richard Wilkens,"
"240",240,"9:08:09","A-Town Super Troopers",237,"Recreational Open","Kayak",83,"Ethan McClure, Logan Tveter, Joe Luciano, sam backman, Westin Mackenzie, Dylan Boisoneau, Eric Sherman, Peter Luciano,"
"241",241,"9:08:16","Bassetti Architects",108,"Corporate","Kayak",26,"Lindsay Crawford, Maria Do, James Howeth, Steve Zang, Don Brubeck, Caroline Lemay, Judy Yeoh, Jordan Kiel,"
"242",242,"9:08:38","Car Free Pickle on a Stick",5,"Car-Free","Kayak",7,"Nathan Rice, Seth Vidana, Alex Brede, Liz Schale, Max Morange, Randy Leventhal, Jenalyn Bush, Megan McGinty,"
"243",243,"9:09:27","Morgan Stanley ""Invested to Win""",324,"Recreational Open","Kayak",84,"Jim Gruett, Mike Bartlett, Sam Bartlett, Alex Burlingame, Polly Sidwell, John Hulbert, paul pollard, Kristian Gruett,"
"244",244,"9:10:21","Gratefully Deaf",197,"Recreational Mixed","Kayak",12,"Saralinka Rejholec, Jamie Lafady, Cara Frank, Kevin Meirose, Suzan Pool, Jason Tang, Will Roach, Nicolas Yopp,"
"245",245,"9:10:35","Mooseknuckle",323,"Recreational Open","Kayak",85,"Courtney Greiner, rich greiner, David Loetterle, Monica Malcolm, Kevin Rockey, Matt Holtmeier, Michael Greiner, Nick Potter,"
"246",246,"9:10:45","No Name Yet",335,"Recreational Open","Kayak",86,"Bryan Heigert, Sothary Sang, Steve Strong, Matt Viss, Yvonne Riggs, Robert Glancy, Dave Glancy, Michael Ipsen,"
"247",247,"9:11:10","Geo Tacoma - That Aroma You Smell is in the Lead",120,"Corporate","Kayak",27,"Lyle Stone, Jessica Stone, Michael Hutchinson, Jennifer Hutchinson, David Conlin, Karsen Keever, Tricia DeOme, Garrett Leque,"
"248",248,"9:11:13","Turn N Burn",490,"Whatcom County Open","Kayak",16,"Andy Basabe, Kyle McKillop, Dain Wright, zach lemieux, Emily Finger, Jack Taylor, Corey windnagel, Nick Marshall,"
"249",249,"9:11:16","Heather Cook",296,"Recreational Open","Kayak",87,"Kristin Chmielewski, Wojtek Chmielewski, Jeremiah Job, Susie Raney, Rob Raney, Mike Waggoner, Scott Samuels,"
"250",250,"9:11:57","Headband Mafia",167,"High School","Kayak",4,"Ben Carroll, Dylan Anderson, Matthew Schneider, Nathan LeTavec, Arie Knops, Liam Toney, Jason Newell, Charles Linneman,"
"251",251,"9:11:59","Whatcom Seven Firefighters",148,"Corporate","Kayak",28,"Justin Iverson, Josh Martin, Dean Crosswhite, Jared Spoelstra, John Devenere, Josh Devenere, Mike Olinger, Jeff Sluys,"
"252",252,"9:12:10","Bellingham Public Library Dewey Decimators",191,"Recreational Mixed","Kayak",13,"Cynthia Geri, Cathy Nichols, Peter Scott, Brett Straka, Holly Folk, Coty Hogue, Michelle Silcott, Daniel Stapish,"
"253",253,"9:12:36","Immanuel Lutheran Church Race by Grace",301,"Recreational Open","Kayak",88,"Valerie Henderson, Campbell Larry, Glenn Okan, Nathan Campbell, david smith, landan campbell, bob klein, Charles Short,"
"254",254,"9:12:47","Rudy's Pizzeria/Up&Up",485,"Whatcom County Mixed","Kayak",8,"Diana Pinney, Marley Simmons-abril, Asia Hirsch, Margot Albert, James York, Brennen Kaemingk, Steve Scoggins, Daniel Rice,"
