"","Overall Place","Elapsed Time","Team Name","Team #","Category","Last Finish","Div Place","Team Members"
"275",275,"10:39:04","Green Eggs and Bellingham",209,"Recreational Mixed","Kayak",48,"Ian Stephens, Brett Straka, Anikó Folk, Daniel Stapish, Michelle Davis, Holly Folk, Cathy Nichols, Jill O'Connell,"
"276",276,"10:39:29","Fast and Bicurious",123,"Recreational Mixed","Kayak",49,"Rose Hoonan, Aria Goodman, James Brownie, Graham Jessup, Hally Bert, Reilly Rosbotham, Emily Durante, Kelsey Antles,"
"277",277,"10:40:24","Turn N' Burn",305,"Whatcom County Mixed","Kayak",6,"Mari Tarleton, Ben Kelley, Emily Finger, Molly Hopper, Kyle Mckillop, Dain Wright, Nick Marshall, Alexander Turner,"
"278",278,"10:42:01","Wolf Pack",283,"Recreational Mixed","Kayak",50,"Branden Tewell, Sarah Fandrich, Kaitlyn Whitley, Hope Heaton, Meghan Spracklen, Kayla Nash, Grant Nelson, Rachael Wright,"
"279",279,"10:43:22","EOD Warriors",32,"Competitive Open","Kayak",33,"Michael Mednansky, Adam Popp, Mark Witkowski, Daniel Hines, Christopher Blount, Ron Wilson, Jarrwtt Razon, Courtney Razon,"
"280",280,"10:46:57","Faithlife #2",69,"Corporate","Kayak",29,"Whantai Park, Abigail Stocker, Bryan Hintz, Sarah Vaughan, Steven Runge, Thomas Osborn, Christopher Jespersen, Reuben Evans,"
"281",281,"10:47:18","Blood, Sweat and Beers",242,"Recreational Mixed","Kayak",51,"Travis Erickson, Cassandra Varn, Steven Beard, Diego Macareno, Lindsey Smokoff, Kyle Huleatt, Molly Habel, Jesse Heath,"
"282",282,"10:53:16","Southwest Airlines",61,"Corporate","Kayak",30,"Dennis Pelletier, Madison McNee, Michael Stephens, Alan Lang, Steve Machuga, Christopher Cole, jacob ponder, James Ponder,"
"283",283,"10:53:34","Struggle Bus",141,"Recreational Mixed","Kayak",52,"Coel Cable, Heather Tower, Chelsea Douglas, Justin Williamson, Kaitlyn Boyd, Sebastian Freigang, Madeleine Rackers, Molly Reetz,"
"284",284,"10:53:53","Lezbehonest",312,"Recreational Women","Kayak",8,"Jennifer Alberts, Eliza Dornbush, Bianyely Vasquez, Shellie Matthews, Emma LeValley, Rachael LeValley, Kaci Darsow, Ariella George,"
"285",285,"10:57:16","KombuchaTownies",281,"Whatcom County Mixed","Kayak",7,"Alan Carroll, Bryn Hubbard, Chris McCoy, Geneva Faulkner, Beth Carlson, Elizabeth Knope, Cheyenna Pinley, Brandon Irons,"
"286",286,"11:01:26","Mechanism of Action",85,"Recreational Open","Kayak",82,"Yao Djilan, Jesse Cheng, Jason Hodges, Caleb Cartmell, Emily Austin, Kurt Schmidt, Amy Heath, Geoff Kunkle,"
"287",287,"11:01:52","PsychoPATHs",17,"Recreational Mixed","Kayak",53,"Justin Houghton, Megan Le, Megan Parker, David Le, Jared Oakes, Dan Phillips, Colin Gibbs, Chris Brown,"
"288",288,"11:03:21","Cascade Dafo, Inc.",174,"Recreational Open","Kayak",83,"Aaron McCombs, Elena Golovin, Sean Andresen, Larry Paise, McKenzie Read, Bethany Graham, Kyle Neel, Cory Scott,"
"289",289,"11:03:27","Make Ski to Sea Great Again 2016",251,"Recreational Open","Kayak",84,"Andrew Kannen, Trevor Fischer, Brandon Harber, Renat Mukhamediyev, Eric Lewis, Hans Eriksson, Kevin Harber, Patrick Harber,"
"290",290,"11:04:52","Cowboys and Indians",267,"Recreational Open","Kayak",85,"Tom Elenbaas, Hacob Clark, Ken Hartzell, John Trull, tim clark, Jason Durfee, Rob Dhaliwal, JATINDER HEER,"
"291",291,"11:26:49","Moose on the Loose 3",28,"High School","Kayak",4,"Adam Mckenzie, Nina Hooper, Aidan Schweinbenz, Max Kerr, Isabelle Eelnurme, Katie Taylor, Harrison Korin, Tanner Korin,"
"292",292,"11:34:28","Zero Dynamics",214,"Recreational Open","Kayak",86,"Ryan Ogle, Miranda Ball, Mark King King, Maija Irwin, Mallorie Estenson, Benjamin Burnett, Kevin Kohn, Luke Lowry,"
"293",293,"11:44:21","What's On Your List?",295,"Recreational Open","Kayak",87,"Brandon Hutchinson, Jennifer Lu'Becke, Alec Sorden, Brittany Burns, Martin Malabicky, Alieta Gregg, Joseph Hines, Markie Carpenter,"
"294",294,"11:52:20","Orcas Up Your Nooksack",177,"Recreational Open","Kayak",88,"Sandy Brewer Louise Phillips, Tiffany McDonald, Alan Birdsall, Leif Egertson, Ronald Azevedo, Kent Robarge, Kit Vonnegut, wayne vogel,"
"295",295,"11:56:43","Essential Ten",111,"High School","Kayak",5,"Evan Brock, Brad Stone, Steven Tanner, Adi Koutoubi, Thomas Hughes, Patrick Bi, Colin Nelson, Aiden Genova,"
"296",296,"12:20:00","Pretty Princess Puppies",109,"Recreational Mixed","Kayak",54,"Tim McLaurin II, Christina Starzl Mendoza, Lauren Plitkins, Mike Witham, Michelle Johnson, Marc Staiger, Kajori Ahmed, Andrea Hixson,"
"297",297,"12:26:39","Our Oxen Have Died",10,"Recreational Mixed","Kayak",55,"Hannah Kinniburgh, Suzanne Baker, Laurel Eby, melissa jones, Jamie Yanagisawa, Scott Leppla, Chavela Mathews, Shawn Crumb,"
"298",298,"DNF","Rabble Rousers III",293,"Recreational Mixed","Kayak",56,"Alyssa Kuchenreuther, Ashley Brady-Power, Shane Farrell, Kristine Penrod, Sarah Wheatley, Crissey Trick, Lucas Lockwood, Taylor Stokes,"
"299",298,"DNF","Pacific Tree Octopi",252,"Recreational Mixed","Kayak",56,"Bob Aiken, Elizabeth Mischke, Liz Vennos, James Thompson, Llowyin English, Trevor Maczuga, Christina Thompson, David Barron,"
"300",298,"DNF","The Wasatchsquatches",24,"Recreational Mixed","Kayak",56,"Karen Ellis, Brad Craft, Nathaniel Goodhue, Koby Elias, Ryan Meader, Justin Shine, Joel Koester, Karen Ng,"
"301",298,"DNF","Bay to Baker Trading Company",198,"Recreational Mixed","Kayak",56,"David Dees, Karen Frankenfeld, Lucas Merklinghaus, Alice Lazzar-Atwood, Robin schwindt, Emily Rhoades, Jonnica Royal, Steven Oliver,"
"302",298,"DNF","Bill Murray is My Spirt Animal",3,"Recreational Mixed","Kayak",56,"Taylor Kendall, Rachel Walker, Evan Clemens, Ryan Anderson, Jake Lawlor, Hilary Law, Steven Chau, Josh Michaels,"
"303",298,"DNF","Zombie Llamas",246,"Competitive Open","Kayak",34,"Benjamin Peterson, Dave Keeney, Luke Grulich, Evan Hall, Shannon Dickson, Mike Arbiter, Jessica Engel, Mike Sarniak,"
"304",298,"DNF","Sinking Hummingbirds",269,"Competitive Open","Kayak",34,"Gerry Hovda, Ian Kjera, Winston Chen, Bradford Haines, Ryan Breckel, Kyla Hovda, Bryan Williams, Robert Hovda,"
"305",298,"DNF","City Haul",204,"Competitive Open","Kayak",34,"Chris Behee, Ethan Behee, Ryan Nelson, Ted Carlson, Lance Rexroat, Seth Fleetwood, JAMES ERB, Doug Williams,"
"306",298,"DNF","Burning Bunions",76,"Recreational Open","Kayak",89,"Russell Patterson, Bob Coyne, Craig Coyne, Clay Patterson, Andrew Sahl, Kurt Sahl, Kevin Kane, Aidan Kane,"
"307",298,"DNF","All Downhill From Here",178,"Recreational Open","Kayak",89,"Mike Hartmann, Kent Byers, David Bishop, Dave Anderson, Richard Lambe, Curtis Johnson, Mark Moulton, Scott Knudson,"
"308",298,"DNF","This Won't Hurt a Bit",65,"Recreational Open","Kayak",89,"Ryan Buchan, Byron Doepker, Zachary Solomon, Reza Hosseini Ghomi, John Crocker, Anne Barnard, Molly Garbus, Samuel Garbus,"
"309",298,"DNF","Nut House",261,"Recreational Open","Kayak",89,"Craig Terry, Ahhria Fosdyck, Jason Marsh, brooks barnett, Eduardo Brizuela, Jacob Steele, Brent Hall, Rebecca Sharp,"
"310",298,"DNF","Ryoko Netsu",79,"Recreational Open","Kayak",89,"Arielle Budinich, Kenneth Noble, Maile Cowley, Tyler schroeder, Paul Budinich, Marc Carkeek, Evann Strathern, Zachary Hammond,"
"311",298,"DNF","Dadbod",34,"Recreational Open","Kayak",89,"William Haugen, Donald Parker, Andrew Wright, John Bissell, Skye Luke, Lincoln Farabee, Mike Brown, Cyndy Clarkson,"
"312",298,"DNF","#TeamJoe",19,"Recreational Women","Kayak",9,"Ilyssa Plumer, Mary Eggleston, Sarah Stapp, Jenna Schwartz, Kelsey Rowley, Liz Busse, Nikki Rowley, Betsy Griggs,"
"313",298,"DNF","Your pace or mine?",136,"Whatcom County Mixed","Kayak",8,"Dana Hickenbottom, Monica Savory, Kelsey Ray, Katie Rothenberg, Dan Liddicoet, Kelly Sandberg, Miranda Savory, Ruthie Taylor,"
"314",298,"DNF","Lie Down In The Grass",170,"Whatcom County Mixed","Kayak",8,"Randy Kaech, Angie Rooth, Gabriel Drury, Angie Zehnder, Chuck Burlingame, Kevin Peterson, Deanna Kaech, Shelly Brown,"
"315",298,"DNF","The Family",292,"Family","Kayak",9,"armando brionez, Miguel Brionez, Briddick Webb, Taylor Richardson, Larry Goolsby, Paul Brionez, Concha Brionez, David Briones,"
"316",298,"DNF","Hadfields",130,"Family","Kayak",9,"Tim Hadfield, Noah Hadfield, matt hadfield, Hannah Hadfield, Aaron Byrne, Hunter Hadfield, Heather Hadfield, GERMAN NAVARRETE,"
"317",298,"DNF","Team Tesoro",299,"Corporate","Kayak",31,"Carl Reppun, Jeffrey Wood, Brendon Hilliard, David Hickman, Matthew Williams, Jim Kopkowski, Bryce oxford, Kenneth Birkeland,"
"318",298,"DNF","Sluggaluffagus",191,"Car-Free","Kayak",10,"Molly Benjamin, Stefan Rousseau, Purple Bear, Jacob Stewart, Harold Wershow, Andy Klein, Roby Ventres-Pake, Riley Gabriel,"
"319",298,"DNF","Diminishing Returns",260,"Whatcom County Open","Kayak",21,"Trista Truemper, Farrokh Safavi, Valerie Porges, Ryan Roberts, James Ward, Rachel Thody, Heather Sicotte, Phillip Hensyel,"
"320",320,"DNF","We Are Not a Brewery",153,"Recreational Women","Kayak",10,"Abigail Atkins, Andrea Day, Kala Wilson, Madison Braden, Leah Allison, Charlotte Plog, Meredith LaPlante, Hannah Cano,"
"321",320,"DNF","Pretty Princess Kittens",110,"Recreational Open","Kayak",95,"Kelly McLaurin, Celeste Kahn, Evan Henrich, Jacob Jensen, Marisol Thomas, Jordan Beaudin, Sarah Coleman, Ellie Fairbanks,"
"322",322,"DNF","Nut-n-Better",262,"Recreational Open","Kayak",96,"Jeremy Bowers, Nathan Byers, Aleksandr Trubnikov, Paul Rawls, Maya Thompson, Les Pillow, Koren Jewell, Jeff Dandliker,"
