"","Overall Place","Elapsed Time","Team Name","Team #","Category","Last Finish","Div Place","Team Members"
"1",1,"6:22:28","BEAVERS TREE SERVICE",181,"Whatcom County Open","Kayak",1,"Ben Shaklee, David Larpenteur, Brent Molsberry, Brian Ecker, Brandon Nelson, Jacob Hartsoch, Brian Boatman, Michael Lee,"
"2",2,"6:22:32","Sensible.Technology",232,"Masters","Kayak",1,"Aaron Berntson, Walter Brown, Michael Hagen, Todd Gallaher, Gareth Tudor-Jones, Kent Murdoch, Brad Bauer, Nicholas Bauer,"
"3",3,"6:39:10","Boomer's Drive-In",171,"Competitive Open","Kayak",1,"Michael Finley, Juan Castillo, Mike Gifford, steve dempsey, Austin Kieffer, Chad Gregg, Ron Williams, Norman MacDonell,"
"4",4,"6:43:48","Inn at Lynden",244,"Whatcom County Open","Kayak",2,"David Neubeck, Benjamin Scherrer, Mike Merrick, Tom Schafer, Jamie Klein, Justin May, Eric Paige, Matt Treat,"
"5",5,"6:47:45","Northwest Behavioral Health",82,"Competitive Open","Kayak",2,"Nate Reiss, Casey Barten, Ralph Weiche, Duncan McBean, David Jacobson, Scott Shinneman, Bob Woodman, Glenn Bond,"
"6",6,"6:49:24","VanDammage",264,"Competitive Open","Kayak",3,"Jon Takao, Anders Mavis, Andreas Unterschuetz, Darrin Seeds, Michael Beckman, Kirk Turner, David Schlesinger, Jay Ostby,"
"7",7,"6:53:06","Aeromech",231,"Competitive Open","Kayak",4,"James Stangeland, B.J. Christenson, Max Taam, Alec Pasqualina, Mackenzie Hynard, Stian Hoelgaard, Ivan English, Mike Vincent,"
"8",8,"6:59:21","Peoples Bank",70,"Veterans","Kayak",1,"John Kodin, Mike Higgins, Mark Neff, Jeffery McConaughy, Dean Bumstead, Louis Sukovaty, Thom Prichard, Chris Cupp,"
"9",9,"6:59:29","Boundary Bay Brewery Women",275,"Competitive Women","Kayak",1,"Anne-Marije Rook, Stephanie Grimm, Sabrina Grecu, Courtenay McFadden, Tracy Landboe, Ember Large, Deb Bauer, Kari Crowe,"
"10",10,"7:00:26","Okanagan Express",229,"Masters","Kayak",2,"David Matheson, Kevin Cutjar, Colin Buckingham, Chris Neenan, Don Mulhall, David Michael, Tyson Bull, Stuart Rahkola,"
"11",11,"7:01:23","Key Bank",193,"Veterans","Kayak",2,"Jeff Reed, Nathan Minor, Kevin Rindal, Ian Gerrish, Larry Bussinger, Daryl Remmler, Dan Cantrell, Bob McBeath,"
"12",12,"7:02:38","Kulshan Cycles",102,"Whatcom County Women","Kayak",1,"Lise Grace, Courtney Olsen, Amber Morrison, Elizabeth Hartsoch, Heather Nelson, Corrine Malcolm, Veronica Wisniewski, Char Waller,"
"13",13,"7:03:50","The Unorthodocs",16,"Recreational Open","Kayak",1,"Matt Oswin, Cody Velthuizen, Scott Price, Clinton Seal, Jim Nosella, Jason Tedrow, joel hoekema, Jason Stoane,"
"14",14,"7:07:18","Mt. Baker Ski Patrol",202,"Corporate","Kayak",1,"Jeremy Stafford, Casey Schwenk, Jason Kammerer, Jon Ross, jeff davis, Emmanuel Bussani, Kevin Kaiser, Dave May,"
"15",15,"7:07:39","Archer Ale House",164,"Masters","Kayak",3,"Gregory Rehm, Allen Carbert, Jon DeWitt, Jeff Cummings, Joost Zeegers, Vern Latta, Brad Clements, Morris Arthur,"
"16",16,"7:09:53","Boomer's Drive-In Mixed",167,"Competitive Mixed","Kayak",1,"Mischa Burnett, Michael Molnar, Calvin Collander, Andi Zolton, Nicholas Cryder, Ella Hall, Catherine Trask, Fiona Vincent,"
"17",17,"7:13:53","Peacehealth-Greatest American Heroes",68,"Recreational Open","Kayak",2,"Stuart Ayling, Brent Detta, Martin Ayling, Rob Rogers, Tom Swetish, Andy Schmidt, Beau Whitehead, Carter Kiesau,"
"18",18,"7:16:35","Half Fast",255,"Competitive Open","Kayak",5,"Sid Wray, Brian Morrison, Marty Couret, Marsa Daniel, kristian tollefson, Richard McClung, joel smith, Daryl McDonald,"
"19",19,"7:19:51","Bellingham Firefighters",41,"Corporate","Kayak",2,"Willy Spaulding, jake jarvis, Brian Jones, Matt Davis, Jason Sims, Mark Brennan, Christian Carson, Brian Flannelly,"
"20",20,"7:24:15","The Monkey Wrench Gang",36,"Competitive Open","Kayak",6,"John Lackey, Austin Ruf, Chris Knudsen, Tim Berntson, Hugh Klinedinst, Jeff Ellis, Michael Meyer, Rob McCormack,"
"21",21,"7:24:44","Bank of the Pacific",8,"Competitive Open","Kayak",7,"Mathew Seguin, Ryan Sutley, Spencer Wilson, Jeffrey Early, Marc Whitlock, Tony Wiederkehr, Glen Marsh, Patrick Marsh,"
"22",22,"7:24:47","Neiner Neiner Weiner",104,"Competitive Open","Kayak",8,"Eric Cockrell, Eric Duerr, Erik Anderson, Theodore Schwartz, Mark Snyder, Aric Gaither, Todd Meldahl, Brady Gustafson,"
"23",23,"7:26:14","Brooks Manufacturing Co.",12,"Competitive Open","Kayak",9,"Rusty Dodge, Scott Gilmore, Jonathan Ralston, Doug Nathe, Meat Monger, Logan Wetzel, Eric Gorton, Patrick McBride,"
"24",24,"7:26:18","Super Babes of Anacortes Rigging",132,"Competitive Open","Kayak",10,"Ian Sloan, Ryan Stormo, Ethan Lyons, Lane Cromelin, Kevin Olney, Carl Schmitt, Michael Seiser, John All,"
"25",25,"7:28:34","Northwest Indian College Eagles",158,"Recreational Open","Kayak",3,"Cooper Rombold, Conner Johnsen, justin iwasaki, John Rombold, David Oreiro, Zach Brown, Jacob Roberts, Jeremy Roberts,"
"26",26,"7:30:06","BFF's (Barlean's Flax Fanatics)",11,"Competitive Open","Kayak",11,"Jonathan Hill, CODY BORMUTH, Sean Foster, Erik Carlson, Roger Lamb, Gwen Hryciw, Joshua Hamilton, Aaron Boje,"
"27",27,"7:32:15","Desolation Angels",154,"Competitive Open","Kayak",12,"Cody Novak, Cristopher Cable, Steve Work, Calvin Laatsch, Byron Ricks, Lindsey MacDonald, Saul Weisberg, John Horner,"
"28",28,"7:38:49","Darwin's Bulldogs",270,"Veterans","Kayak",3,"Robert Mitchell, Chad Norman, Andy Wallis, Andy Bunn, Michael Medler, Darrell Sofield, John Rybczyk, Predrag Vadjic,"
"29",29,"7:40:29","Seize the Body-Float the Day",266,"Car-Free","Kayak",1,"Charlie Heggem, Jennifer Pittis, David Hooper, Magnus Collander, Meg Kelly, Thomas Caldwell, Gib Morrow, Kurt Fuhrmeister,"
"30",30,"7:43:37","SHEroes",247,"Competitive Women","Kayak",2,"Megan Northey, Alyson Klein, Aly Howisey, Jenna Goodman, Amelia Bethke, Jenna Sim, Barb willson, daphne brockington,"
"31",31,"7:44:40","RAM CONSTRUCTION",161,"Competitive Open","Kayak",13,"Nate Burrous, Isaac Burrous, Blaine Horner, Jonathan Koncz, curtis horner, Bryan Frazier, Matthew Bautista, drew oaksford,"
"32",32,"7:47:08","Minor Threat",99,"Masters","Kayak",4,"David Schneider, Jim Ace, Roger Grummel, Todd Paglia, Rick Lingbloom, Gil Lund, Scott Paglia, James Bochsler,"
"33",33,"7:47:57","Whatcoms up must come down",187,"Recreational Mixed","Kayak",1,"David Carnahan, Emily Uhlig, Jenna Stevens, Tom Fryer, Danielle Burnett, Andrea Lubeck, Bruce Biddle, Steve Lindsey,"
"34",34,"7:48:36","Two Cubed To Finish",94,"Competitive Open","Kayak",14,"Gregory Cook, Kimihiro Noguchi, Iulian Cociug, Colin Ferguson, Arlene Wade, George Winters, Liam Price, Edoh Amiran,"
"35",35,"7:57:41","LIFE Aesthetic Center",92,"Whatcom County Open","Kayak",3,"Mark Longman, Skip Sahlin, Jason Lichtenberger, John Arbuckle, Matt Nelson, Chris Stacey, ben vodopich, Marvin Sargent,"
"36",36,"7:58:53","Chuckanut Brewery",118,"Competitive Open","Kayak",15,"tim hubner, Hannah O'Neal, Conor Long, Mikael Virta, Mike Gregory, Markus Virta, Sam Stoner, Brady Lester,"
"37",37,"7:59:18","Grub's Pain Parade",44,"Competitive Open","Kayak",16,"Jeff Nyman, Chris O'Day, Diana Yusoff, Tom Petersen, P Clement, Paul Gutzler, Tim Ahern, steve bennett,"
"38",38,"8:01:00","botnw.com Best of the NW",256,"Competitive Open","Kayak",17,"David Wheeler, Nathan Wallace, Sandro Kodama, Jeremy Fellows, Greg Gilda, Bryan Schaeffer, Andrew Kracht, Gene Hogan,"
"39",39,"8:01:31","HardCorePhysio",190,"Whatcom County Mixed","Kayak",1,"Daniel Milner, Kelsey Erickson, Mikhaila Thornton, John Clark, Gerardo Andaluz, Alison Lubeck, Michael Hammer, Joan Bachleda,"
"40",40,"8:02:03","The Wet and Dirty Oars",194,"Competitive Open","Kayak",18,"kent perillo, Sawyer Almasi, Matt Bailey, Kellen Oetgen, Tony Brown, Pierre Niess, Jason Brown, Jason Cade,"
"41",41,"8:03:47","Kid Goats",254,"High School","Kayak",1,"Cade Quigley, Eli Nielsen, Nate Hirsch, Bram Wathen, Charlie Thornton-White, Claire Waichler, Rowan Post, Daniel Rodriguez,"
"42",42,"8:03:51","Peoples Bank WHJ",22,"Veterans","Kayak",4,"Chris Petrick, Richard Larson, Tyler Baker, John Coleman, Tim Niemier, Christopher Burk, greg Fosty, Mike Baker,"
"43",43,"8:03:59","#calmerthanyouare",189,"Competitive Mixed","Kayak",2,"Dan Peterson, Linda Beckman, Christopher Curran, Wendy Peterson, Eric Grossman, Kris Jaeger, Jackie Caplan-Auerbach, Collin Smith,"
"44",44,"8:04:14","Tony's Coffee",159,"Whatcom County Open","Kayak",4,"Marc Blake, Chad Calhoun, wendy owen, Aaron Fitts, Howard Wright, Charles Dooley, Gabriel Starbuck, Kyle Nelson,"
"45",45,"8:05:01","Exxel Pacific",166,"Corporate","Kayak",3,"Brian Slick, Chris Davis, Craig Hommes, Matt VanderVeen, sean stimac, Leyland Rudholm, Matt Stodola, Geoff Stodola,"
"46",46,"8:06:09","All Spawned Out and Headed For the Bay",95,"Veterans","Kayak",5,"Chris Green, Jesse Stevick, John Steensma, Tom Iverson, Marlin Hendricks, Hans Wolfisberg, Albert Siebring, Steve VandenBos,"
"47",47,"8:07:17","PACCAR Technical Center",237,"Corporate","Kayak",4,"Philip Stephenson, Niels Ihrman, David Pringle, Michael Feist, Carl Hergart, Brandon Rouse, Chris Douglas, Mike Melvin,"
"48",48,"8:08:08","DAPPER SNAPPER",230,"Whatcom County Open","Kayak",5,"Nicholas Murphy, Luke Zuzarte, Ethan Fernandes, Curtis Crape, Jeff Hegedus, Terry Lewis, Andrew Perkowski, Alex Lewis,"
"49",49,"8:10:33","B'hams Bodacious Beerbellies",218,"Competitive Open","Kayak",19,"Stan Douglas, Chris Blakely, Rob Peterka, Charles Ganske, Mark Daniels, Joshua Barrow, Danny ""Eddy Avoidin"" Goger, Ryan O'Connor,"
"50",50,"8:10:54","GeoEngineers Speed Junkies",40,"Corporate","Kayak",5,"Michael Hutchinson, Neil Morton, Brett Larabee, Scot McQueen, J. Gordon, David Conlin, Rob Leet, Paul Craig,"
"51",51,"8:12:05","Faithlife #1",14,"Corporate","Kayak",6,"Nate Merritt, Jonathan Heemstra, Aaron Dutton, Bryan Smith, Kurt Andres, Scott Alexander, Nick Kelly, GLENN GERVAIS,"
"52",52,"8:15:18","Jack's Bicycle Center",60,"Competitive Women","Kayak",3,"Kari Wright, Javon Smith, Courtney McBean, Kirsten Jensen, Vanessa Haycock, Leah Kiviat, Autumn Washington, Natasha Miranda,"
"53",53,"8:15:48","Suh Dudez",259,"Recreational Open","Kayak",4,"Nick Roth, David Anderson, Caleb Hale, Cooper Jackson, Cassidy Quigley, Nicholas Taylor, Jacob Onouye, Isaac Day,"
"54",54,"8:19:40","Big Big Bettys",203,"Competitive Open","Kayak",20,"Scott Lipp, Jordan Andersen, Corey Vannoy, Andy Ensslen, Jason Strayer, Derek Gremban, Payden Waldo, Matthew Sherick,"
"55",55,"8:20:00","Kevin LaFleur Memorial Team",175,"Competitive Open","Kayak",21,"Paul de Jong, Kevin James, Gabriel Hoy, Tommy Lingbloom, Bret Macaleer, Kevin Terpstra, Tim Terpstra, Brennan Van Loo,"
"56",56,"8:21:45","Last of the Brohicans",172,"Recreational Open","Kayak",5,"Alex Eisner, Erik Favro, Brian Beaumont, Eric Dahlgren, Tony Young, Alex Frank, Dustin Wilder, Will Lee,"
"57",57,"8:24:21","CorePhysio",182,"Whatcom County Women","Kayak",2,"Kelly Bird, Lydia Carrick, Sarah Paxson, Nicole Connor, Rebecca Bunn, Annie Hewlett, wendy colby, Nancy Clark,"
"58",58,"8:24:43","The Real Housewives of Whatcom County",57,"Recreational Women","Kayak",1,"Jessica Rogers, Renata Detta, Karin Ayling, Kerry Day-Krusniak, Sharon Scoggins, Marie Beaver, Beandi Brady, Margaret Langford,"
"59",59,"8:24:52","Cordata Dental",306,"Family","Kayak",1,"Richard Schmon, Ashlea Shepherd Rosinski, Donald Shepherd, Andrew ross, Brandon Adams, Nicole Koshure, Matt Shepherd, Andrew Shepherd,"
"60",60,"8:27:19","Eastside Hosers",318,"Competitive Open","Kayak",22,"Miles Farrow-Johnson, Nathan Bliss-Miller, Chris Meter, Jarrod Larson, Steve Seiwerath, Kenneth Henderson, Josh Holthenrichs, Dustin Hill,"
"61",61,"8:27:50","Whatcom 7 Firefighters",183,"Corporate","Kayak",7,"Andrew Wiley, Ben Russell, Josh Devenere, Wesley Segar, Paul Crivell, Charles Drury, Justin Iverson, Josh Martin,"
"62",62,"8:28:19","7B's in the 'Ham",282,"Recreational Open","Kayak",6,"Travis Taylor, Katie Cox, Randy Evans, Brian Cox, Mike Seaholm, Todd Vorhies, Brett Sivret, Deanna Sivret,"
"63",63,"8:28:43","Wenatchee Valley Brewing",265,"Family","Kayak",2,"Dan Bass, Brett Neilson, Kenton Bass, Thomas Bass, Jim Shae, Bridget Shae, Dakota Shae, Carter Shae,"
"64",64,"8:30:47","Aunt Janie’s Mt. Baker Ski Trip",245,"Family","Kayak",3,"Nathalie Gigoux, Luke Distelhorst, Peter Rankin, Peter Scherrer, Ted Scherrer, Blas Nadal, Susan Bennerstrom, David Scherrer,"
"65",65,"8:30:52","Kicked in the Nooksack",268,"Whatcom County Open","Kayak",6,"Nathan Cranston, Chad Kuehl, Phil Snyder, Dave Bishop, Lance ""Tiger Man"" Romo, Alexandra Gehring, Dave Bushnell, Robert Vater,"
"66",66,"8:30:53","Kulshan CrossFit",320,"Whatcom County Open","Kayak",7,"Stacey Haveman, Melanie Schramer, Nathan Spencer, Roger Burke, Tyler Irwin, Cheryl Thonney, Adam Cleveland, Chad Cleveland,"
"67",67,"8:31:34","Slugnuts",263,"Car-Free","Kayak",2,"Christopher Remmers, SUZANNE LUNDBERG, Aaron Poh, Christin Clawson, Jason McCauley, Stefan Travis, Aaron Westgate, Daniel Gamble,"
"68",68,"8:32:11","Squires of Kenmore",83,"Recreational Open","Kayak",7,"Duncan Cox, Paul Henry Flynn, Ian Cox, Michael Brodsky, Traci Cole, christian moore, Doug Ritchie, Chris Gutierrez Flynn,"
"69",69,"8:32:32","Wreckers",300,"Whatcom County Open","Kayak",8,"Jeff Kline, Chris H, Ken Berry, Michael Beieler, Mike Berry, Christopher Berry, Robbie Miller, Allison Miller,"
"70",70,"8:32:59","Babetown's Wild Ride",185,"Competitive Mixed","Kayak",3,"Kristin Thomas, Micayla McGinn, Zak Melms, Landon Harman, Perry Wright, Laurel Renkert, Mitchell Luce, Laura Neal,"
"71",71,"8:33:22","Mills Electric Shockers",286,"Whatcom County Open","Kayak",9,"Dustin Sasken, Dale Nelsen, Nick Roe, Channing Morrison, Dan Stimac, Justin Hammond, Adam McAbee, Derek Isenhart,"
"72",72,"8:33:34","RuBbEr BaBy bUgGy BuMpErS!",316,"Recreational Mixed","Kayak",2,"Todd Nordling, Kristin Scheidegger, Brett O'Brien, Derek Bronson, Mike Vercammen, Garrett O'Brien, Daniel Sandberg, John Buckley,"
"73",73,"8:34:39","Dukes of haphazaard",307,"Recreational Open","Kayak",8,"Ken Salapatek, Dennis Flaherty, John Tintle, Tom Garvey, Brian smart, Peter Larsen, Ward Naviaux, Chris Jacobs,"
"74",74,"8:35:04","Rudy's Pizzeria",4,"Whatcom County Open","Kayak",10,"Sean Jones, Anne Conway, Nicholas Blair, Tyler Allred, Steve Scoggins, Nathalie Cushing, Timothy Thomas, Jacob Romano,"
"75",75,"8:35:58","Performance Health Northwest's Sexy Disasters",133,"Competitive Open","Kayak",23,"Adam Phaneuf, Lars Larson, Ken Dam, Erik DeRoche, Meg Harris, Jacquelyn Styrna, James Willson, Robert Bromen,"
"76",76,"8:36:43","BC Ski to Sea",91,"Recreational Mixed","Kayak",3,"Iona Fisher, Claudia Edwards, Kathy McKay, Pierre Vaillancourt, Hugh Fisher, William Schuurman, Tomiko Johnson, Duhane Lam,"
"77",77,"8:36:46","The Whatcom Athletic Team",37,"Whatcom County Open","Kayak",11,"Stowe Talbot, Jason Heck, kevin williamson, David Heck, glenn biernacki, Don Pocus, Christina Greene, Ben Greene,"
"78",78,"8:38:24","Hot Apple Pirates",47,"Corporate","Kayak",8,"Nick Harris, Bryan Copeland, David Hagenbuch, Peter Kilga, Kari ""pretty"" Falk, Aaron Hagenbuch, Collin Murphy, andy millard,"
"79",79,"8:40:23","Mass Wasting",27,"Recreational Open","Kayak",9,"Matthew Dickson, Paul Sandoval, Jeremy Lieb, Peder Dahl, Matt Witter, Jared Bowman, Lowell Neal, Taylor Schwartz,"
"80",80,"8:40:24","Looking for Speed in Alderaan Places",108,"Competitive Mixed","Kayak",4,"Curtis Cappel, Neal Saxe, Shannon Billau, Joseph Cheng, Joel Billau, Don Camp, Justin Morgan, Rusty Mason,"
"81",81,"8:41:01","Higher Plane",138,"Competitive Open","Kayak",24,"Josh Fox, Justin Dudley, Kurt Swanson, James Stegen, Mark Lackey, Jim Lackey, Ryan Pflueger, Corey Pflueger,"
"82",82,"8:41:34","Humana Robur",29,"Car-Free","Kayak",3,"Katrina Poppe, Eli Loomis, Scarlett Graham, Ben Howard, Abw Lloyd, Mark Tomko, Matt Ozgercin, Ryan Rickerts,"
"83",83,"8:42:00","Mr. Cauchy and Crew",81,"Recreational Mixed","Kayak",4,"Brooke Bannerman, Tyler Tran, Mariah Colton, Caralyn Smet, Jake Clemens, Lindsay Wallis, Jamis Bruening, Cale Miller,"
"84",84,"8:44:07","Helly Hansen",311,"Competitive Open","Kayak",25,"Matt Enders, Kyler Stewart, Madeline Blevens, Mike Ramalho, brent turner, Evan Turner, Harrison Frye, Todd Barry,"
"85",85,"8:45:26","Winers and Whiners",13,"Recreational Open","Kayak",10,"Greg Jimenez, Alicia Beck, Suzanne Griffiths, Don Larsen, Erin Hallenburg, John Knies, Mark Smith, Dave Mccarty,"
"86",86,"8:46:17","Allegiant",222,"Corporate","Kayak",9,"Mark Jines, Misty Pehl, Clint Lund, Erika Benkova, Laura Demers, Kevin Miles, Mark Miller, David Vanderhoek,"
"87",87,"8:46:25","Beans and Biscuits",15,"Recreational Open","Kayak",11,"Eric Nielsen, Gillian Levine, Ian Reeves, Patty Pavlinac, Adam Zuber, Kirkby Tickell, Savannah Bigge, Cameron Bigge,"
"88",88,"8:47:29","Team of Subdued Talent",51,"Corporate","Kayak",10,"Scott Brown, Andrew Mitchell, Mark Stephenson, Miguel Thomas, Brett VanLeeuwen, Molly Booth, Karl Shilhanek, Allen Robertson,"
"89",89,"8:48:49","Ecotech Solar",310,"Corporate","Kayak",11,"Andrew Holloway, Andrew Davis, Pete Day, Evan Day, Yonk Reinemer, Steve Loeppky, Tim West, Dana Brandt,"
"90",90,"8:48:53","Everett Firefighters Association",289,"Corporate","Kayak",12,"Joel Sellinger, Michael Bedard, Richard Smith, Nicholas Askew, Brian Hughes, Jonathan Voos, Eric Coston, Sean Dickinson,"
"91",91,"8:50:53","Big Al and the Mountain Scroats",50,"Recreational Open","Kayak",12,"Clint Mochizuki, John Christian, Thomas Christian, alex grant, Sean LaHusen, Kristi Louthan, Alex Huth, Michael Kipp,"
"92",92,"8:51:09","Man, are we gettin' old",46,"Competitive Open","Kayak",26,"Robert Snyder, Philip Frank, John Schick, William Hasenjaeger, William Bounds, Marc Costanza, Terri Plake, Gary Smith,"
"93",93,"8:51:26","5 Lawyers and 3 miscellaneous individuals",74,"Recreational Mixed","Kayak",5,"Will Niemann-Ross, Meghan Kelly-Stallings, Danny Kelly-Stallings, Stephanie White, Colin George, Sabory Huddle, Mark Niemann-Ross, Janell Niemann-Ross,"
"94",94,"8:52:47","Ludicrous Speed",7,"Recreational Open","Kayak",13,"Dan Sloat, James Llamas, Steven Degracia, jeffrey sloat, Mike Troop, Nate Sloat, perry maynard, Sean MacDonal,"
"95",95,"8:53:09","Bellingham Mountain Rescue Council",243,"Whatcom County Open","Kayak",12,"David Comp, Dave Richards, Jason Martin, Kason Jammerer, Thomas Holert, Sam Dale, Russell Briskin, Stefan Straka,"
"96",96,"8:53:24","Nordic Death",117,"Recreational Open","Kayak",14,"kellan herndon, Blake Harmon, Landon Harmon, David Harmon, Brandt Stevenson, Trevor Herndon, Phil Thompson, John Farris,"
"97",97,"8:53:44","Team Jake",319,"Whatcom County Open","Kayak",13,"Mitch Lee, Rachel Sager, Julia Scherting, Clinton Overman, Stephen Magnuson, Ben Phillips, Joey Christianson, Austin Strand,"
"98",98,"8:56:04","Haggard's bull",215,"Recreational Open","Kayak",15,"Kelly Beerman, Sherah Brisbois, Brianna Harvey, Jeff Singer, Steven Mills, Hans-Rudolf Guenter-Schlesinger, Lee Potzler, Kasey Potzler,"
"99",99,"8:56:50","Gang Green",103,"Corporate","Kayak",13,"Philip Olson, Jeffery Shaffer, Dustin Mattson, Chris Smith, Chris McDonell, Johnny Sterling, Christopher Miller, Sean Crawford,"
"100",100,"8:56:54","The Locust Rundgrave Band Ski to Sea Race Tea",101,"Competitive Open","Kayak",27,"Alex Riedo, Jacquie Quarre, ian Bakke, anthony hamilton, Kyle Harbine, Cole Soli, Paul Thompson, Mike Bakke,"
"101",101,"8:57:04","Here for the Beer",35,"Recreational Mixed","Kayak",6,"Timothy Glaser, Mary Kratovil, Calvin Ohnemus, Devin Ergler, Clayton Inma, Brad Koehler, Kevin Henricksen, Ian Badillo,"
"102",102,"8:58:29","Master Blaster",9,"Recreational Open","Kayak",16,"Sam Horn, Karen Plaister, Arlen Plaister, Daniel Ash, Kev Vorhees, Drew Lommen, Benjamin Greif, Seth Caudill,"
"103",103,"9:00:13","Eclectica",59,"Veterans","Kayak",6,"Jack Laird, Elizabeth Roots, michael crowley, Arnold Korbmacher, Gary Southstone, Bob Mosher, David Puckering, Bryan Thomas,"
"104",104,"9:00:23","Team Jorts",188,"Competitive Mixed","Kayak",5,"Bradley Gates, Adam Frye, Ladia Albertson-Junkans, David Amouyal, Rob Smith, Kayla McIntyre, Kate Smith, Amy Frye,"
"105",105,"9:00:42","Peoples Bank BFC",33,"Recreational Open","Kayak",17,"Dave Long, Christi Lenz, Heidi Goodman, Jennifer Tepker, Chris Hobson, Alexander Potapov, Kevin Tepker, Brian Lenz,"
"106",106,"9:03:54","Kerb Grub",291,"Competitive Mixed","Kayak",6,"Scott Kerr, Katrina Griffiths, James Bronson, Marieke Kerr, Jill Marie Bronson, Todd Griffiths, John Burns, Jolene Rizzalli,"
"107",107,"9:04:41","Baker's Crew",233,"Recreational Mixed","Kayak",7,"Omar Jaffer, Alison Beer, Heather Othmer, Amy Richards, Michael Mcnamara, Laura Curtis, Erin Baker, Dan Hund,"
"108",108,"9:06:03","Jedi Ponies",176,"Car-Free","Kayak",4,"Alex Brede, Lansia Jipson, David Dean, Noel Phillips, Elizabeth Vidana, Jennifer Cloutier, Natasha Lexin, Kevin Biggs,"
"109",109,"9:06:23","Grandpa Shart",323,"Recreational Open","Kayak",18,"Vaughn Gifford, Grant Holmes, Zach Gillis, Benjamin Mount, Erin Lietzan, Miriam Ban, Paul Lietzan, Caleb Healy,"
"110",110,"9:06:41","BEAUTIFUL DISASTER",317,"Competitive Open","Kayak",28,"Steven Overland, Katie Rupe, Chris Tacheny, Justin Holmgren, Fabio Mahon, Rachel Gordon-Ball, Gavin Browder, Adam Rivers,"
"111",111,"9:06:44","Praying For A Miracle",149,"Recreational Open","Kayak",19,"Michael Breeding, Lyndsey Halik, Doug Burghart, Chris Pippard, Ray Klein, Christoph Limbach, Darin Macgillivray, Sean Murphy,"
"112",112,"9:07:06","The Barelies",72,"Recreational Open","Kayak",20,"Doug Carpenter, Sequoia Fowler, Colin Goggin, Mario Rivas, Dylan Albrecht, Doss Herndon-Schepper, Bruce Carpenter, Andrew Herndon,"
"113",113,"9:07:10","PRiME Massage and Sports Medicine",278,"Competitive Women","Kayak",4,"Carol Beebe, Krissy Moehl, Jessie Young, Kerry Gustafson, Erica Quam, Ingela Abbott, Jennifer Moehl, Vanessa Holzmann,"
"114",114,"9:07:32","One Van",196,"Competitive Open","Kayak",29,"Patrick Harhai, Elise Ochoa, Dan Ericson, Adam Obst, Andy Obst, michael schau, Julia Briggs, Casey Schau,"
"115",115,"9:07:33","Exxel Pacific Too",165,"Corporate","Kayak",14,"Brian Christensen, Melissa Vollmer, jesse keely, Tim Tabert, Phil Helms, DAVE FRANKOVICH, Matt Tilton, Eric Solem,"
"116",116,"9:08:23","The Bridge Bellingham",162,"Recreational Open","Kayak",21,"Trevor Foster, Lynne Kelly, Brian Kelly, John Randolph, Kyle Rosetta, Jamie Power, Chad Butenschoen, JJ Johnson,"
"117",117,"9:08:34","Team Ron",287,"Recreational Mixed","Kayak",8,"Lindsay Wells, Tanner Boyd, Ryan Macdonald, Riley Wilmot, Max Wells, Alex Ferneyhough, Emma Burgeson, Ryan Page,"
"118",118,"9:08:54","Iron Maidens",211,"Recreational Women","Kayak",2,"Patricia Oliveros, Janine Cook, Tianna Eitner, Annie Kiesau, Marin Siemanowski, Autumn Moser, Corrie Hodge, Karen O'Keefe,"
"119",119,"9:09:19","SpandeXXXXXXXX",63,"Competitive Mixed","Kayak",7,"Kim Gladow, Kristina Mitchell, Mallory Snowden, Steve Walton, Daniel Roche, Adam Gunn, Kara Lagerloef, Daniel Tomko,"
"120",120,"9:09:50","Grommets and Gimbals",105,"Recreational Mixed","Kayak",9,"Hilary Higgins, Leah Ahrens, Emma Tomaszewski, Pam Fonda, Doug Thomas, Andrew Murray, Leanne Haugen, Robert Borsoff,"
"121",121,"9:10:14","No one told us this was a race",86,"Whatcom County Open","Kayak",14,"Greg Becker, Hilary Case, Matt Russell, Danelle Sloan, Issac Andrade, Lisa Burgess, Dan Mascoveta, William Currie,"
"122",122,"9:11:33","Cunning Stunts",225,"Recreational Open","Kayak",22,"Andi Nelson, Wesley Finger, Scott Smith, Peter siegenthaler, Drew Harrison, Shelly Larsen, Shaun Del Rosario, Kevin Mcevoy,"
"123",123,"9:11:55","Nacho Average Dudes",253,"Recreational Open","Kayak",23,"Alex Giebelhaus, Keegan Young, Kolton Fredrickson, Brian Yi, Nathan Hannah, Cameron Groh, Sam Lowe, Kris Stemmler,"
"124",124,"9:12:11","Squad 7",248,"High School","Kayak",2,"$oren $andeno, Wyatt Brugge, Olen Sandeno, Jesse Selch, Wilson Reavley, Logan Franey, Ruby Watson, Diana Kawczynski,"
"125",125,"9:12:42","Cirque du Sore Legs",88,"Whatcom County Mixed","Kayak",2,"Shaun Wilson, Tammy Grimes, Justin Mitchell, Meredith Mitchell, Erika Douglas, Sonya Morrison, Mark Dudzinski, Jo Kummerle,"
"126",126,"9:13:00","MasterBakers",151,"Recreational Open","Kayak",24,"Chris Joosse, Ian Kretzler, Kayla Wopschall, Peter Krautwald, Kristin Carlson, Natalia Slobodina, Perry Welch, Neal Ambrose,"
