"","Leg Place","Elapsed Time","Team Name","Team #","Racer Name","Gender","Category","Div Place"
"1",1,"0:39:07","Wenatchee Valley Brewing",222,"Greg Barton","Male","Competitive Open",1
"2",2,"0:39:28","Boomer's Drive-In",15,"Greg Redman","Male","Competitive Open",2
"3",3,"0:39:43","Inn at Lynden",85,"Jamie Klein","Male","Whatcom County Open",1
"4",4,"0:39:59","Baker Babes",38,"Jonas Ecker","Male","High School",1
"5",5,"0:41:31","Boomer's Drive-In (B Team)",22,"Wes Hammer","Male","Competitive Open",3
"6",6,"0:42:12","GARRETT O'BRIEN FOR MAYOR",349,"Erik Wermus","Male","Competitive Open",4
"7",7,"0:42:22","BEAVERS TREE SERVICE",121,"Brandon nelson","Male","Whatcom County Open",2
"8",8,"0:43:05","Odyssey Elementary Orcas",396,"Das Cryder","Male","Competitive Open",5
"9",9,"0:43:15","CorePhysio",298,"Elena Wolgamot","Female","Whatcom County Women",1
"10",10,"0:43:35","Evil Bike Co.",420,"Josh Dyck","Male","Competitive Open",6
"11",11,"0:43:36","BNP Realtors",132,"Heather Nelson","Female","Whatcom County Women",2
"12",12,"0:43:40","Bad Nuggets",35,"Jackson Plymale","Male","High School",2
"13",12,"0:43:40","Ragnarok",140,"Wilson Reavley","Male","Whatcom County Open",3
"14",14,"0:43:53","Lebowski's 'Lil Urban Achievers",56,"Ana Swetish","Female","High School",3
"15",15,"0:45:13","Barkley Village Family Dentistry-Men",144,"Tom Swetish","Male","Competitive Open",7
"16",16,"0:45:33","Peoples Bank",325,"Dean Bumstead","Male","Veterans",1
"17",17,"0:45:54","Galloping Gonads",150,"Tony Brown","Male","Competitive Open",8
"18",18,"0:46:18","Bank of the Pacific",1,"Marc Whitlock","Male","Competitive Open",9
"19",19,"0:46:26","Nooksackulous",25,"John Day","Male","Competitive Open",10
"20",20,"0:46:50","Mt Baker Ravens",315,"Larry Bussinger","Male","Veterans",2
"21",20,"0:46:50","Surfrider Mavericks",111,"Kristian Tollefson","Male","Car-Free",1
"22",22,"0:46:53","Barkley Village Family Dentistry",53,"Elana Ecker","Female","Competitive Women",1
"23",23,"0:47:05","Vermonsters",102,"Liam Jennings","Male","High School",4
"24",24,"0:47:22","Wild Rumpus",99,"Eric Grossman","Male","Competitive Mixed",1
"25",25,"0:47:37","Team Jake",392,"Stephen Magnuson","Male","Whatcom County Open",4
"26",26,"0:47:55","BFF's (Barlean's Flax Fanatics)",107,":Dennis Mowry","Male","Competitive Open",11
"27",26,"0:47:55","Darwin's Bulldogs",357,"John Rybczyk","Male","Masters",1
"28",28,"0:48:11","Seattle Canoe & Kayak Club",283,"Steve Small","Male","Masters",2
"29",29,"0:48:27","Bellingham Firefighters",16,"Beau Whitehead","Male","Corporate",1
"30",30,"0:48:41","VANDAMMAGE",236,"Michael Beckman","Male","Competitive Open",12
"31",31,"0:48:43","HardCore Physio",171,"Emma McCoy","Female","Whatcom County Mixed",1
"32",32,"0:48:47","Westford Funeral & Cremation",48,"Jeff Hegedus","Male","Competitive Open",13
"33",33,"0:48:58","Chuckanut Bay Foods",42,"Marc Fuhrmeister","Male","Competitive Open",14
"34",34,"0:48:59","Llazy Lloydz",178,"Abe Lloyd","Male","Family",1
"35",35,"0:49:05","Northwest Physical Therapy",351,"Michael Medler","Male","Corporate",2
"36",36,"0:49:24","Archer Ale House",365,"Paul Clement","Male","Veterans",3
"37",37,"0:49:28","Cobalt Grill",128,"Traci Cole","Female","Competitive Mixed",2
"38",38,"0:50:05","THE MONKEY WRENCH GANG",59,"Hugh Klinedinst","Male","Masters",3
"39",39,"0:50:12","Team Crystal Creek",286,"Dan Mayhew","Male","Competitive Open",15
"40",40,"0:50:21","Tony's Coffee",321,"HOWARD WRIGHT JR","Male","Whatcom County Mixed",2
"41",41,"0:50:40","Wander Brewing",202,"Lance Romo","Male","Whatcom County Open",5
"42",42,"0:50:41","LIFE Aesthetic Center",224,"Matt Nelson","Male","Masters",4
"43",43,"0:50:48","Crazy Train",413,"Sierra Noskoff","Female","Competitive Mixed",3
"44",44,"0:50:52","Okanagan Express",114,"Don Mulhall","Male","Masters",5
"45",45,"0:51:05","Desolation Angels",215,"Byron Ricks","Male","Competitive Open",16
"46",46,"0:51:14","WanderWomen",353,"Denise Weeks","Female","Car-Free",2
"47",47,"0:51:31","Delicate Flowers",217,"Isaac Leitz","Male","Competitive Mixed",4
"48",48,"0:51:46","We still have a pulse—PeaceHealth Cardiology",192,"Mark Daniels","Male","Competitive Open",17
"49",49,"0:52:02","MasterBakers",17,"Jacob Selander","Male","Competitive Open",18
"50",50,"0:52:25","Kirkland Fire and The Rat",295,"Rick Ratcliff","Male","Competitive Open",19
"51",51,"0:52:27","Chuckanut Bay Distillery",122,"Tim Niemier","Male","Veterans",4
"52",52,"0:52:34","This American Carnage",263,"Mitchell Wayerski","Male","Whatcom County Open",6
"53",53,"0:52:53","Gargoyles",309,"Brent Couvrette-Merrick","Male","Competitive Open",20
"54",54,"0:53:06","Only Visiting This Planet",355,"Glenn Schultes","Male","Competitive Open",21
"55",55,"0:53:11","Mostly Old Friends v5",251,"Tom Halsted","Male","Car-Free",3
"56",56,"0:53:16","Minor Threat",221,"Rick Lingbloom","Male","Whatcom County Open",7
"57",57,"0:53:18","Natty United",134,"David Levin","Male","Competitive Mixed",5
"58",58,"0:53:20","Breadfarm Dough Boys",338,"Stefen Paige","Male","Competitive Open",22
"59",59,"0:53:29","The Unorthodocs",18,"Reivers Dustin","Male","Recreational Open",1
"60",59,"0:53:29","Exxel Pacific",4,"Phil Helms","Male","Corporate",3
